rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
63,26,The 2 Live Crew,Me So Horny,57,22,NA,NA,NA,NA,the-2-live-crew-j6x-53x53.jpg
64,64,Alice Cooper,House Of Fire,76,3,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
65,56,Kenny G,Going Home,56,5,NA,NA,NA,NA,kenny-g-jn4-53x53.jpg
66,66,Joan Jett,Dirty Deeds,80,2,NA,NA,NA,NA,joan-jett-the-blackhearts-cmr-53x53.jpg
67,67,A'me Lorain,"Whole Wide World (From ""True Love"")",72,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
68,39,Poco,Nothin' To Hide,46,10,NA,NA,NA,NA,poco-czh-53x53.jpg
69,NA,Stevie B,Love Me For Life,NA,NA,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
70,61,Dino,Never 2 Much Of U,61,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
71,NA,Phil Collins,I Wish It Would Rain Down,NA,NA,NA,NA,NA,NA,phil-collins-53x53.jpg
72,NA,KISS,Forever,NA,NA,NA,NA,NA,NA,kiss-53x53.jpg
73,73,Skyy,Real Love,83,3,NA,NA,NA,NA,skyy-2i2-53x53.jpg
74,74,Entouch Featuring Keith Sweat,All Nite,74,4,NA,NA,NA,NA,keith-sweat-53x53.jpg
75,20,Sybil,Don't Make Me Over,63,20,NA,NA,NA,NA,sybil-de8-53x53.jpg
76,55,Bonham,Wait For You,62,11,NA,NA,NA,NA,bonham-1a0-53x53.jpg
77,11,KIX,Don't Close Your Eyes,58,22,NA,NA,NA,NA,kix-53x53.jpg
78,NA,Lisa Stansfield,All Around The World,NA,NA,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
79,1,Bad English,When I See You Smile,67,21,NA,NA,NA,NA,bad-english-knp-53x53.jpg
80,59,Pajama Party,Over And Over,77,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
81,81,Sybil,Walk On By,82,2,NA,NA,NA,NA,sybil-de8-53x53.jpg
82,9,Bon Jovi,Living In Sin,68,18,NA,NA,NA,NA,bon-jovi-53x53.jpg
83,64,Jermaine Jackson,Don't Take It Personal,73,10,NA,NA,NA,NA,jermaine-jackson-fx9-53x53.jpg
84,30, Great White,The Angel Song,79,19,NA,NA,NA,NA,great-white-53x53.jpg
85,85,The U-Krew,If U Were Mine,87,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
86,86,Enuff Z'Nuff,Fly High Michelle,91,2,NA,NA,NA,NA,enuff-znuff-sbu-53x53.jpg
87,85,Saraya,"Timeless Love (From ""Shocker"")",85,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
88,52,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),69,11,NA,NA,NA,NA,fiona-mg9-53x53.jpg
89,89,Lenny Kravitz,Let Love Rule,89,2,NA,NA,NA,NA,lenny-kravitz-53x53.jpg
90,90,Yvonne,There's A Party Going On,90,2,NA,NA,NA,NA,yvonne-26k-53x53.jpg
91,NA,Jive Bunny & The Mastermixers,That's What I Like,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
92,3,Paula Abdul,(It's Just) The Way That You Love Me,78,25,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
93,NA,The Chimes,1-2-3,NA,NA,NA,NA,NA,NA,the-chimes-y7y-53x53.jpg
94,NA,The Brat Pack,You're The Only Woman,NA,NA,NA,NA,NA,NA,the-brat-pack-sgi-53x53.jpg
95,21,Don Henley,The Last Worthless Evening,84,18,NA,NA,NA,NA,don-henley-53x53.jpg
96,92,Paul McCartney,Figure Of Eight,95,4,NA,NA,NA,NA,paul-mccartney-ntf-53x53.jpg
97,39,Tina Turner ,Steamy Windows,75,11,NA,NA,NA,NA,tina-turner-zqk-53x53.jpg
98,37,Whitesnake,Fool For Your Loving,88,22,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
99,23,The Rolling Stones,Rock And A Hard Place,81,14,NA,NA,NA,NA,the-rolling-stones-53x53.jpg
100,20,Madonna,Oh Father,70,13,NA,NA,NA,NA,madonna-53x53.jpg
