rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Michael Bolton,How Am I Supposed To Live Without You,NA,NA,3,NA,3WEEKS AT NO. 1,15WEEKS ON CHART,NA
2,2,Paula Abdul (Duet With The Wild Pair),Opposites Attract,8,8,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
3,3,Rod Stewart,Downtown Train,3,11,NA,NA,NA,NA,rod-stewart-ao5-53x53.jpg
4,4,Seduction,Two To Make It Right,5,13,NA,NA,NA,NA,seduction-tw8-53x53.jpg
5,5,Aerosmith ,Janie's Got A Gun,11,11,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
6,6,Skid Row,I Remember You,9,12,NA,NA,NA,NA,skid-row-4qg-53x53.jpg
7,7,Tom Petty,Free Fallin',7,14,NA,NA,NA,NA,tom-petty-and-the-heartbreakers-eog-53x53.jpg
8,2,Technotronic Featuring Felly,Pump Up The Jam,2,17,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
9,6,Lou Gramm,Just Between You And Me,6,15,NA,NA,NA,NA,lou-gramm-b5a-53x53.jpg
10,4,Jody Watley, Everything,4,17,NA,NA,NA,NA,jody-watley-11l-53x53.jpg
11,11,Chicago,What Kind Of Man Would I Be?,15,10,NA,NA,NA,NA,chicago-46u-53x53.jpg
12,12,Eddie Money,Peace In Our Time,13,10,NA,NA,NA,NA,eddie-money-wyy-53x53.jpg
13,13,Roxette,Dangerous,20,8,NA,NA,NA,NA,roxette-cd8-53x53.jpg
14,14,Babyface,Tender Lover,16,12,NA,NA,NA,NA,babyface-qq8-53x53.jpg
15,15,Expose,Tell Me Why,19,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
16,16,Milli Vanilli,All Or Nothing,22,5,NA,NA,NA,NA,milli-vanilli-by8-53x53.jpg
17,17,Janet Jackson,Escapade,30,3,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
18,18,The Cover Girls,We Can't Go Wrong,26,9,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
19,19,Gloria Estefan,Here We Are,23,8,NA,NA,NA,NA,gloria-estefan-53x53.jpg
20,10,Tesla,Love Song,12,19,NA,NA,NA,NA,tesla-rcz-53x53.jpg
21,1, Phil Collins,Another Day In Paradise,10,14,NA,NA,NA,NA,phil-collins-53x53.jpg
22,22,Bad English,Price Of Love,28,7,NA,NA,NA,NA,bad-english-knp-53x53.jpg
23,23,The B-52s,Roam,34,7,NA,NA,NA,NA,the-b52s-53x53.jpg
24,24,Michael Damian,Was It Nothing At All,25,15,NA,NA,NA,NA,michael-damian-dlx-53x53.jpg
25,11,Joe Cocker,When The Night Comes,14,15,NA,NA,NA,NA,joe-cocker-nqn-53x53.jpg
26,26,Michel'le,No More Lies,32,12,NA,NA,NA,NA,michelle-53x53.jpg
27,27,Motley Crue,Kickstart My Heart,27,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
28,28,Billy Joel,I Go To Extremes,36,4,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
29,29,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,37,8,NA,NA,NA,NA,d-mob-k40-53x53.jpg
30,18,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,18,12,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
31,2,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,21,19,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
32,32,Richard Marx,Too Late To Say Goodbye,40,3,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
33,2,Janet Jackson,Rhythm Nation,17,13,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
34,4,Soul II Soul,Back To Life,29,20,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
35,35,Warrant,Sometimes She Cries,43,5,NA,NA,NA,NA,warrant-53x53.jpg
36,36,Tears For Fears,Woman In Chains ,39,10,NA,NA,NA,NA,tears-for-fears-cum-53x53.jpg
37,11,Jive Bunny & The Mastermixers,Swing The Mood,24,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
38,38,Michael Penn,No Myth,50,5,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
39,39,Alannah Myles,Black Velvet,54,5,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
40,40,Taylor Dayne, Love Will Lead You Back,55,2,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
41,41,Biz Markie,Just A Friend,59,3,NA,NA,NA,NA,biz-markie-684-53x53.jpg
42,42,Luther Vandross,Here And Now,48,7,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
43,5,Taylor Dayne,With Every Beat Of My Heart,31,16,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
44,44,Jaya,If You Leave Me Now,47,17,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
45,45,Elton John,Sacrifice,66,4,NA,NA,NA,NA,elton-john-qls-53x53.jpg
46,46,Depeche Mode,Personal Jesus,51,9,NA,NA,NA,NA,depeche-mode-53x53.jpg
47,8,Cher,Just Like Jesse James,33,16,NA,NA,NA,NA,cher-9v4-53x53.jpg
48,48,Whitesnake,The Deeper The Love,60,3,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
49,33,Young M.C.,Principal's Office,41,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
50,1,Billy Joel,We Didn't Start The Fire,38,17,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
51,1,Milli Vanilli,Blame It On The Rain,42,18,NA,NA,NA,NA,milli-vanilli-by8-53x53.jpg
52,7,Young M.C.,Bust A Move,45,28,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
53,40,Shana,I Want You,44,18,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
54,54, Kevin Paige,Anything I Want,65,3,NA,NA,NA,NA,kevin-paige-y1y-53x53.jpg
55,55,The Smithereens,A Girl Like You,64,9,NA,NA,NA,NA,the-smithereens-eoz-53x53.jpg
56,NA,Madonna,Keep It Together,NA,NA,NA,NA,NA,NA,madonna-53x53.jpg
57,51,Marcia Griffiths,Electric Boogie,52,9,NA,NA,NA,NA,marcia-griffiths-9ly-53x53.jpg
58,7,New Kids On The Block,This One's For The Children,35,13,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
59,59,Belinda Carlisle,Summer Rain,71,3,NA,NA,NA,NA,belinda-carlisle-ile-53x53.jpg
60,3,The B-52s,Love Shack,49,23,NA,NA,NA,NA,the-b52s-53x53.jpg
61,53,SaFire,I Will Survive,53,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
62,62,Technotronic,Get Up! (Before The Night Is Over),86,2,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
