rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Paula Abdul (Duet With The Wild Pair),Opposites Attract,NA,NA,NA,2,2LAST WEEK ,9WEEKS ON CHART
2,2,Seduction,Two To Make It Right,4,14,NA,NA,NA,NA
3,3,Rod Stewart,Downtown Train,3,12,NA,NA,NA,NA
4,4,Aerosmith,Janie's Got A Gun,5,12,NA,NA,NA,NA
5,1,Michael Bolton,How Am I Supposed To Live Without You,1,16,NA,NA,NA,NA
6,6,Chicago,What Kind Of Man Would I Be?,11,11,NA,NA,NA,NA
7,7,Roxette,Dangerous,13,9,NA,NA,NA,NA
8,6,Skid Row,I Remember You,6,13,NA,NA,NA,NA
9,9, Janet Jackson,Escapade,17,4,NA,NA,NA,NA
10,10,Milli Vanilli,All Or Nothing,16,6,NA,NA,NA,NA
11,11,Eddie Money,Peace In Our Time,12,11,NA,NA,NA,NA
12,12,Expose,Tell Me Why,15,10,NA,NA,NA,NA
13,13,The Cover Girls,We Can't Go Wrong,18,10,NA,NA,NA,NA
14,14,Gloria Estefan,Here We Are,19,9,NA,NA,NA,NA
15,7,Tom Petty,Free Fallin',7,15,NA,NA,NA,NA
16,16,The B-52s ,Roam,23,8,NA,NA,NA,NA
17,17,Bad English,Price Of Love,22,8,NA,NA,NA,NA
18,4,Jody Watley,Everything,10,18,NA,NA,NA,NA
19,2,Technotronic Featuring Felly,Pump Up The Jam,8,18,NA,NA,NA,NA
20,20,Michel'le ,No More Lies,26,13,NA,NA,NA,NA
21,14,Babyface,Tender Lover,14,13,NA,NA,NA,NA
22,6,Lou Gramm,Just Between You And Me,9,16,NA,NA,NA,NA
23,23,Billy Joel,I Go To Extremes,28,5,NA,NA,NA,NA
24,24,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,29,9,NA,NA,NA,NA
25,24,Michael Damian,Was It Nothing At All,24,16,NA,NA,NA,NA
26,26,Richard Marx,Too Late To Say Goodbye,32,4,NA,NA,NA,NA
27,10,Tesla ,Love Song,20,20,NA,NA,NA,NA
28,28,Alannah Myles,Black Velvet,39,6,NA,NA,NA,NA
29,29,Biz Markie,Just A Friend,41,4,NA,NA,NA,NA
30,30,Michael Penn,No Myth,38,6,NA,NA,NA,NA
31,31,Warrant,Sometimes She Cries,35,6,NA,NA,NA,NA
32,32,Taylor Dayne,Love Will Lead You Back,40,3,NA,NA,NA,NA
33,1,Phil Collins,Another Day In Paradise,21,15,NA,NA,NA,NA
34,2,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,31,20,NA,NA,NA,NA
35,35,Elton John,Sacrifice,45,5,NA,NA,NA,NA
36,36,Luther Vandross,Here And Now,42,8,NA,NA,NA,NA
37,27,Motley Crue,Kickstart My Heart,27,12,NA,NA,NA,NA
38,38, Depeche Mode,Personal Jesus,46,10,NA,NA,NA,NA
39,4,Soul II Soul,Back To Life,34,21,NA,NA,NA,NA
40,11,Joe Cocker,When The Night Comes,25,16,NA,NA,NA,NA
41,41,Madonna,Keep It Together,56,2,NA,NA,NA,NA
42,42,Whitesnake,The Deeper The Love,48,4,NA,NA,NA,NA
43,18,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,30,13,NA,NA,NA,NA
44,36,Tears For Fears,Woman In Chains,36,11,NA,NA,NA,NA
45,45,Technotronic,Get Up! (Before The Night Is Over),62,3,NA,NA,NA,NA
46,46,Phil Collins,I Wish It Would Rain Down,71,2,NA,NA,NA,NA
47,NA,Linda Ronstadt (Featuring Aaron Neville),All My Life,NA,NA,NA,NA,NA,NA
48,44,Jaya,If You Leave Me Now,44,18,NA,NA,NA,NA
49,49,Belinda Carlisle,Summer Rain,59,4,NA,NA,NA,NA
50,50,Kevin Paige,Anything I Want,54,4,NA,NA,NA,NA
51,11,Jive Bunny & The Mastermixers,Swing The Mood,37,16,NA,NA,NA,NA
52,52,The Smithereens,A Girl Like You,55,10,NA,NA,NA,NA
53,53,Joan Jett,Dirty Deeds,66,3,NA,NA,NA,NA
54,2,Janet Jackson,Rhythm Nation ,33,14,NA,NA,NA,NA
55,7,Young M.C.,Bust A Move,52,29,NA,NA,NA,NA
56,56,Lisa Stansfield,All Around The World,78,2,NA,NA,NA,NA
57,1,Milli Vanilli,Blame It On The Rain,51,19,NA,NA,NA,NA
58,58,A'me Lorain,"Whole Wide World (From ""True Love"")",67,4,NA,NA,NA,NA
59,59,KISS,Forever,72,2,NA,NA,NA,NA
60,60,Stevie B,Love Me For Life,69,2,NA,NA,NA,NA
61,61,Alice Cooper,House Of Fire,64,4,NA,NA,NA,NA
62,26,The 2 Live Crew,Me So Horny,63,23,NA,NA,NA,NA
63,63,Skyy,Real Love,73,4,NA,NA,NA,NA
64,5,Taylor Dayne,With Every Beat Of My Heart,43,17,NA,NA,NA,NA
65,40,Shana, I Want You,53,19,NA,NA,NA,NA
66,3,The B-52s,Love Shack,60,24,NA,NA,NA,NA
67,8,Cher,Just Like Jesse James,47,17,NA,NA,NA,NA
68,33,Young M.C.,Principal's Office,49,12,NA,NA,NA,NA
69,1,Billy Joel,We Didn't Start The Fire ,50,18,NA,NA,NA,NA
70,7,New Kids On The Block,This One's For The Children,58,14,NA,NA,NA,NA
71,71,Entouch Featuring Keith Sweat,All Nite,74,5,NA,NA,NA,NA
72,51, Marcia Griffiths,Electric Boogie,57,10,NA,NA,NA,NA
73,56,Kenny G,Going Home,65,6,NA,NA,NA,NA
74,74,Sybil,Walk On By,81,3,NA,NA,NA,NA
75,NA,Jane Child,Don't Wanna Fall In Love,NA,NA,NA,NA,NA,NA
76,53,SaFire,I Will Survive,61,9,NA,NA,NA,NA
77,39,Poco,Nothin' To Hide,68,11,NA,NA,NA,NA
78,78,The U-Krew,If U Were Mine,85,3,NA,NA,NA,NA
79,20,Sybil,Don't Make Me Over,75,21,NA,NA,NA,NA
80,80,The Brat Pack,You're The Only Woman,94,2,NA,NA,NA,NA
81,81,Enuff Z'Nuff,Fly High Michelle,86,3,NA,NA,NA,NA
82,55,Bonham,Wait For You,76,12,NA,NA,NA,NA
83,83,Jive Bunny & The Mastermixers,That's What I Like,91,2,NA,NA,NA,NA
84,NA,The Rolling Stones,Almost Hear You Sigh,NA,NA,NA,NA,NA,NA
85,1,Bad English,When I See You Smile,79,22,NA,NA,NA,NA
86,59, Pajama Party,Over And Over,80,14,NA,NA,NA,NA
87,30,Great White,The Angel Song,84,20,NA,NA,NA,NA
88,61,Dino,Never 2 Much Of U,70,9,NA,NA,NA,NA
89,11,KIX,Don't Close Your Eyes,77,23,NA,NA,NA,NA
90,90,The Chimes,1-2-3,93,2,NA,NA,NA,NA
91,89,Lenny Kravitz,Let Love Rule,89,3,NA,NA,NA,NA
92,NA,Cher,Heart Of Stone,NA,NA,NA,NA,NA,NA
93,NA,Calloway,I Wanna Be Rich,NA,NA,NA,NA,NA,NA
94,90,Yvonne,There's A Party Going On,90,3,NA,NA,NA,NA
95,85,Saraya,"Timeless Love (From ""Shocker"")",87,5,NA,NA,NA,NA
96,64,Jermaine Jackson,Don't Take It Personal,83,11,NA,NA,NA,NA
97,NA,John Farnham,You're The Voice,NA,NA,NA,NA,NA,NA
98,52,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),88,12,NA,NA,NA,NA
99,92,Paul McCartney,Figure Of Eight,96,5,NA,NA,NA,NA
100,9,Bon Jovi,Living In Sin,82,19,NA,NA,NA,NA
