rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,On Bended Knee,NA,NA,5,NA,5WEEKS AT NO. 1,9WEEKS ON CHART
2,2,TLC,Creep,2,10,NA,NA,NA,NA
3,3,Real McCoy,Another Night,4,21,NA,NA,NA,NA
4,4,Bon Jovi,Always,5,16,NA,NA,NA,NA
5,1,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",3,18,NA,NA,NA,NA
6,6,Brandy,I Wanna Be Down,6,16,NA,NA,NA,NA
7,7,BLACKstreet,Before I Let You Go,7,13,NA,NA,NA,NA
8,8,Madonna,Take A Bow,12,5,NA,NA,NA,NA
9,8,69 Boyz,Tootsee Roll,8,28,NA,NA,NA,NA
10,1,Boyz II Men,I'll Make Love To You,9,23,NA,NA,NA,NA
11,11,4PM,Sukiyaki,13,18,NA,NA,NA,NA
12,8,Janet Jackson,You Want This/70's Love Groove,10,13,NA,NA,NA,NA
13,10,Melissa Etheridge,I'm The Only One,11,24,NA,NA,NA,NA
14,14,20 Fingers Featuring Gillette,Short Dick Man,14,19,NA,NA,NA,NA
15,3,Madonna,Secret,15,15,NA,NA,NA,NA
16,16,Des'ree,You Gotta Be,16,20,NA,NA,NA,NA
17,17,Immature,Constantly,19,8,NA,NA,NA,NA
18,2,Sheryl Crow,All I Wanna Do,17,24,NA,NA,NA,NA
19,19,Corona ,The Rhythm Of The Night,21,10,NA,NA,NA,NA
20,20,Tom Petty,You Don't Know How It Feels,22,7,NA,NA,NA,NA
21,13,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",20,17,NA,NA,NA,NA
22,11,Crystal Waters,100% Pure Love,26,34,NA,NA,NA,NA
23,18,Barry White,Practice What You Preach,18,15,NA,NA,NA,NA
24,16,Pretenders,I'll Stand By You ,23,23,NA,NA,NA,NA
25,25,Hootie & The Blowfish,Hold My Hand,25,15,NA,NA,NA,NA
26,23,Vanessa Williams,The Sweetest Days,24,10,NA,NA,NA,NA
27,27,Jade,Every Day Of The Week,28,8,NA,NA,NA,NA
28,27,Deadeye Dick,"New Age Girl (From ""Dumb And Dumber"")",27,21,NA,NA,NA,NA
29,29,Toni Braxton,I Belong To You/How Many Ways,30,16,NA,NA,NA,NA
