rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Toni Braxton,Un-Break My Heart,NA,NA,6,NA,6WEEKS AT NO. 1,12WEEKS ON CHART
2,2,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",2,5,NA,NA,NA,NA
3,3,En Vogue,Don't Let Go (Love),3,10,NA,NA,NA,NA
4,3,Keith Sweat Featuring Athena Cage, Nobody,5,15,NA,NA,NA,NA
5,5,Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")",6,3,NA,NA,NA,NA
6,1,BLACKstreet (Featuring Dr. Dre),No Diggity,4,14,NA,NA,NA,NA
7,7, New Edition,I'm Still In Love With You,8,10,NA,NA,NA,NA
8,4,Merril Bainbridge,Mouth,7,19,NA,NA,NA,NA
9,9,Az Yet,"Last Night (From ""The Nutty Professor"")",14,21,NA,NA,NA,NA
10,2,Celine Dion,It's All Coming Back To Me Now,11,22,NA,NA,NA,NA
11,1,Los Del Rio,Macarena (Bayside Boys Mix),10,56,NA,NA,NA,NA
12,12,Seal,"Fly Like An Eagle (From ""Space Jam"")",13,4,NA,NA,NA,NA
13,6,Ginuwine,Pony,12,19,NA,NA,NA,NA
14,12,Journey,When You Love A Woman,15,12,NA,NA,NA,NA
15,11,Sheryl Crow,If It Makes You Happy,16,17,NA,NA,NA,NA
16,8,Barbra Streisand & Bryan Adams," I Finally Found Someone (From ""The Mirror Has Two Faces"")",9,8,NA,NA,NA,NA
17,5,No Mercy,Where Do You Go,17,28,NA,NA,NA,NA
18,18,Lil' Kim Featuring Puff Daddy,No Time,19,10,NA,NA,NA,NA
19,17,Mint Condition,What Kind Of Man Would I Be,18,19,NA,NA,NA,NA
20,2, Donna Lewis,I Love You Always Forever,20,30,NA,NA,NA,NA
21,6,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",This Is For The Lover In You,21,12,NA,NA,NA,NA
22,22,Nas,Street Dreams,23,10,NA,NA,NA,NA
23,18,Madonna,"You Must Love Me (From ""Evita"") ",24,9,NA,NA,NA,NA
24,24,MC Lyte,Cold Rock A Party,26,7,NA,NA,NA,NA
25,25,Jewel,Foolish Games/You Were Meant For Me,28,7,NA,NA,NA,NA
26,2,Keith Sweat,Twisted,25,30,NA,NA,NA,NA
27,18,Montell Jordan,Falling,22,15,NA,NA,NA,NA
28,18,Dru Hill,"Tell Me (From ""Eddie"")",27,20,NA,NA,NA,NA
29,1, Toni Braxton,You're Makin' Me High/Let It Flow,32,32,NA,NA,NA,NA
30,30,Gina G,Ooh Aah... Just A Little Bit,31,7,NA,NA,NA,NA
31,5,Eric Clapton,Change The World,29,26,NA,NA,NA,NA
32,25,Amber,This Is Your Night,30,31,NA,NA,NA,NA
33,33,112,Come See Me,33,10,NA,NA,NA,NA
34,32,702,Steelo,35,18,NA,NA,NA,NA
35,35,OutKast,ATLiens,36,7,NA,NA,NA,NA
36,33,Nate Dogg Featuring Snoop Doggy Dogg,Never Leave Me Alone,38,10,NA,NA,NA,NA
37,37,Quad City DJ's,"Space Jam (From ""Space Jam"")",41,4,NA,NA,NA,NA
38,38,The Cranberries,When You're Gone/Free To Decide,42,8,NA,NA,NA,NA
39,39,Mack 10 & Tha Dogg Pound,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",46,5,NA,NA,NA,NA
40,6,Alanis Morissette,You Learn/You Oughta Know,40,25,NA,NA,NA,NA
41,21,Westside Connection,Bow Down,44,16,NA,NA,NA,NA
42,15,Dishwalla,Counting Blue Cars,37,41,NA,NA,NA,NA
43,14,John Mellencamp,Key West Intermezzo (I Saw You First),39,20,NA,NA,NA,NA
44,29,dc Talk,Between You And Me,34,9,NA,NA,NA,NA
45,45,The Smashing Pumpkins,Thirty-Three,47,7,NA,NA,NA,NA
46,24,Bryan Adams,Let's Make A Night To Remember,43,20,NA,NA,NA,NA
47,3,LL Cool J,Loungin,48,28,NA,NA,NA,NA
48,31,Ghost Town DJ's,My Boo,45,28,NA,NA,NA,NA
49,49,Donell Jones,Knocks Me Off My Feet,49,11,NA,NA,NA,NA
50,50,LL Cool J,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",61,3,NA,NA,NA,NA
51,11,Aaliyah,If Your Girl Only Knew,51,20,NA,NA,NA,NA
52,52,Donna Lewis,Without Love,52,5,NA,NA,NA,NA
53,53,The Blackout Allstars,I Like It,53,6,NA,NA,NA,NA
54,54,Gloria Estefan,I'm Not Giving You Up,54,6,NA,NA,NA,NA
55,55,Johnny Gill Featuring Roger Troutman ,It's Your Body,56,5,NA,NA,NA,NA
56,50,Total,When Boy Meets Girl,59,12,NA,NA,NA,NA
57,53,K-Ci & JoJo,"How Could You (From ""Bulletproof"")",60,9,NA,NA,NA,NA
58,58,Duncan Sheik,Barely Breathing,62,7,NA,NA,NA,NA
59,59,Better Than Ezra,Desperately Wanting,63,4,NA,NA,NA,NA
60,60,Metallica,Hero Of The Day,66,10,NA,NA,NA,NA
61,55,Rod Stewart ,If We Fall In Love Tonight,55,9,NA,NA,NA,NA
62,30,Da Brat,Sittin' On Top Of The World,65,14,NA,NA,NA,NA
