rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Snow,Informer,NA,NA,4,NA,4WEEKS AT NO. 1,13WEEKS ON CHART
2,2,Silk,Freak Me,2,7,NA,NA,NA,NA
3,2,Dr. Dre,"Nuthin' But A ""G"" Thang",3,10,NA,NA,NA,NA
4,4, Whitney Houston,I Have Nothing,6,6,NA,NA,NA,NA
5,4,Jade,Don't Walk Away,4,16,NA,NA,NA,NA
6,4,Whitney Houston,"I'm Every Woman (From ""The Bodyguard"")",7,13,NA,NA,NA,NA
7,3,Duran Duran,Ordinary World,5,13,NA,NA,NA,NA
8,6,Arrested Development,Mr. Wendal,9,16,NA,NA,NA,NA
9,9,Ugly Kid Joe,Cat's In The Cradle,13,8,NA,NA,NA,NA
10,10,Bon Jovi,Bed Of Roses,10,11,NA,NA,NA,NA
11,11,Spin Doctors,Two Princes,11,10,NA,NA,NA,NA
12,1,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme),8,16,NA,NA,NA,NA
13,13,Shai,Comforter,15,11,NA,NA,NA,NA
14,8,Naughty By Nature,Hip Hop Hooray ,12,10,NA,NA,NA,NA
15,15,Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",20,11,NA,NA,NA,NA
16,16,SWV,I'm So Into You,19,9,NA,NA,NA,NA
17,14,Jeremy Jordan,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",14,17,NA,NA,NA,NA
18,14,Positive K,I Got A Man,17,16,NA,NA,NA,NA
19,19,Paperboy,Ditty,22,16,NA,NA,NA,NA
20,18,Kenny G,Forever In Love,18,16,NA,NA,NA,NA
21,18,Boy Krazy,That's What Love Can Do,21,11,NA,NA,NA,NA
22,1,Whitney Houston,I Will Always Love You,16,21,NA,NA,NA,NA
23,23, Jon Secada,Angel,26,10,NA,NA,NA,NA
24,24,P.M. Dawn,Looking Through Patient Eyes,32,3,NA,NA,NA,NA
25,15,Digable Planets,Rebirth Of Slick (Cool Like Dat),24,12,NA,NA,NA,NA
26,26,Sting,If I Ever Lose My Faith In You,31,7,NA,NA,NA,NA
27,7,Prince And The New Power Generation,7,23,19,NA,NA,NA,NA
28,28,Mary J. Blige,Sweet Thing,28,8,NA,NA,NA,NA
29,11,Portrait,Here We Go Again!,25,21,NA,NA,NA,NA
30,30, R.E.M.,Man On The Moon,30,9,NA,NA,NA,NA
31,31,Ice Cube,It Was A Good Day,34,5,NA,NA,NA,NA
32,27,Michael Jackson ,Heal The World,29,17,NA,NA,NA,NA
33,33,Run-D.M.C.,Down With The King,52,3,NA,NA,NA,NA
34,34,Joey Lawrence,Nothin' My Love Can't Fix,39,5,NA,NA,NA,NA
35,35,Boy George,"The Crying Game (From ""The Crying Game"")",42,4,NA,NA,NA,NA
36,14,Bobby Brown,Get Away,27,12,NA,NA,NA,NA
37,2,Shai,If I Ever Fall In Love,33,25,NA,NA,NA,NA
38,5,Snap!,Rhythm Is A Dancer,37,34,NA,NA,NA,NA
39,36,Madonna, Bad Girl,36,7,NA,NA,NA,NA
40,40,Elton John,Simple Life,45,6,NA,NA,NA,NA
41,41,Men At Large,So Alone,46,7,NA,NA,NA,NA
42,30,TLC,Hat 2 Da Back,35,9,NA,NA,NA,NA
43,43,Duice,Dazzey Duks,47,13,NA,NA,NA,NA
44,13,Jon Secada,Do You Believe In Us,41,28,NA,NA,NA,NA
45,2,Wreckx-N-Effect,Rump Shaker,40,27,NA,NA,NA,NA
46,37,Depeche Mode,I Feel You,44,5,NA,NA,NA,NA
47,47,Sunscreem,Love U More,54,6,NA,NA,NA,NA
48,48,Gloria Estefan,I See Your Smile,50,7,NA,NA,NA,NA
49,4,Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",38,24,NA,NA,NA,NA
50,50,INXS,Beautiful Girl,51,7,NA,NA,NA,NA
51,3,Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")",43,19,NA,NA,NA,NA
52,48,Bizarre Inc,I'm Gonna Get You,48,11,NA,NA,NA,NA
53,51,RuPaul,Supermodel (You Better Work),55,8,NA,NA,NA,NA
54,54,R. Kelly & Public Announcement, Dedicated,56,6,NA,NA,NA,NA
55,55,Dolly Parton & Friends,Romeo,63,4,NA,NA,NA,NA
56,56,Young Black Teenagers,Tap The Bottle,64,5,NA,NA,NA,NA
57,NA,LL Cool J,How I'm Comin',NA,NA,NA,NA,NA,NA
58,58,Faith No More,Easy,60,3,NA,NA,NA,NA
59,15,En Vogue,"Give It Up, Turn It Loose",53,18,NA,NA,NA,NA
60,60,Wendy Moten,Come In Out Of The Rain,62,7,NA,NA,NA,NA
61,13,Baltimora,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",68,28,NA,NA,NA,NA
62,57,Mary Chapin Carpenter,Passionate Kisses,57,8,NA,NA,NA,NA
63,63,Go West,What You Won't Do For Love,65,4,NA,NA,NA,NA
64,37,Father M.C.,Everything's Gonna Be Alright,61,18,NA,NA,NA,NA
65,65,En Vogue,Love Don't Love You,67,2,NA,NA,NA,NA
66,66,Green Jelly,Three Little Pigs,79,2,NA,NA,NA,NA
67,67, Michael Cooper,Shoop Shoop (Never Stop Givin' You Love),69,4,NA,NA,NA,NA
68,68,"10,000 Maniacs",Candy Everybody Wants,78,5,NA,NA,NA,NA
69,69,Stereo MC's,Connected,93,2,NA,NA,NA,NA
70,70,Billy Ray Cyrus,She's Not Cryin' Anymore,74,4,NA,NA,NA,NA
71,71,Restless Heart Featuring Warren Hill,Tell Me What You Dream,82,2,NA,NA,NA,NA
72,72,Michael W. Smith,Somebody Love Me,76,4,NA,NA,NA,NA
73,73,Neneh Cherry,Buddy X,90,2,NA,NA,NA,NA
74,57,Lighter Shade Of Brown,Homies,80,17,NA,NA,NA,NA
75,57,Chaka Demus & Pliers,Murder She Wrote,72,14,NA,NA,NA,NA
76,76,Remedy,Closer,86,2,NA,NA,NA,NA
77,NA,Prince And The New Power Generation,The Morning Papers,NA,NA,NA,NA,NA,NA
78,58,Sound Factory,Understand This Groove,84,15,NA,NA,NA,NA
79,49,Annie Lennox,Little Bird,66,11,NA,NA,NA,NA
80,80,Levert,Good Ol' Days,100,3,NA,NA,NA,NA
81,NA,Onyx,Throw Ya Gunz,NA,NA,NA,NA,NA,NA
82,82,Expose,I'll Never Get Over You (Getting Over Me),92,2,NA,NA,NA,NA
83,83,Sade,Kiss Of Life,83,3,NA,NA,NA,NA
84,84,Lords Of The Underground,Funky Child,87,2,NA,NA,NA,NA
85,57, Jude Cole,Tell The Truth,70,11,NA,NA,NA,NA
86,NA,The Flavor Unit MC's,Roll Wit Tha Flava,NA,NA,NA,NA,NA,NA
87,72,Wreckx-N-Effect,Knock-N-Boots,85,7,NA,NA,NA,NA
88,33,Patty Smyth,No Mistakes,71,15,NA,NA,NA,NA
89,81,Bad Boys Blue,Save Your Love,81,4,NA,NA,NA,NA
90,57,Mary J. Blige,Reminisce ,94,16,NA,NA,NA,NA
91,NA,Def Leppard,Tonight,NA,NA,NA,NA,NA,NA
92,NA,Brand Nubian,Love Me Or Leave Me Alone,NA,NA,NA,NA,NA,NA
93,89,Monie Love,Born 2 B.R.E.E.D.,98,4,NA,NA,NA,NA
94,NA,Prince Markie Dee And The Soul Convention,Typical Reasons (Swing My Way),NA,NA,NA,NA,NA,NA
95,NA, Robin S.,Show Me Love,NA,NA,NA,NA,NA,NA
96,50, Poison,Stand,77,10,NA,NA,NA,NA
97,86,Black Moon,Who Got The Props,96,6,NA,NA,NA,NA
98,NA,Regina Belle,If I Could,NA,NA,NA,NA,NA,NA
99,67,Apache,Gangsta Bitch,99,10,NA,NA,NA,NA
100,97,Rapination & Kym Mazelle,Love Me The Right Way,97,3,NA,NA,NA,NA
