rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Right Said Fred,I'm Too Sexy,NA,NA,2,NA,2 WEEKS AT NO. 1,9WEEKS ON CHART
2,2,Shanice,I Love Your Smile,2,13,NA,NA,NA,NA
3,3,Prince And The N.P.G.,Diamonds And Pearls,4,11,NA,NA,NA,NA
4,1,George Michael/Elton John,Don't Let The Sun Go Down On Me,3,11,NA,NA,NA,NA
5,5,Mr. Big,To Be With You,8,9,NA,NA,NA,NA
6,1,Color Me Badd,All 4 Love,5,15,NA,NA,NA,NA
7,7,Tevin Campbell,Tell Me What You Want Me To Do,10,15,NA,NA,NA,NA
8,8,Michael Jackson,Remember The Time,13,4,NA,NA,NA,NA
9,6,Nirvana,Smells Like Teen Spirit,6,11,NA,NA,NA,NA
10,2,Mariah Carey,Can't Let Go,7,14,NA,NA,NA,NA
11,5,CeCe Peniston,Finally,9,21,NA,NA,NA,NA
12,9,U2,Mysterious Ways,11,13,NA,NA,NA,NA
13,12,Karyn White, The Way I Feel About You,12,12,NA,NA,NA,NA
14,14,Amy Grant,Good For Me,17,5,NA,NA,NA,NA
15,5,M.C. Hammer,2 Legit 2 Quit,14,15,NA,NA,NA,NA
16,16,Paula Abdul,Vibeology,16,5,NA,NA,NA,NA
17,17,Keith Sweat,Keep It Comin',18,12,NA,NA,NA,NA
18,18,Bonnie Raitt,I Can't Make You Love Me,19,13,NA,NA,NA,NA
19,19,Atlantic Starr, Masterpiece,26,3,NA,NA,NA,NA
20,1,Michael Jackson,Black Or White,15,13,NA,NA,NA,NA
21,21,Boyz II Men,Uhh Ahh,25,10,NA,NA,NA,NA
22,22,Michael Bolton,Missing You Now,27,4,NA,NA,NA,NA
23,23,Eddie Money,I'll Get By,23,9,NA,NA,NA,NA
24,24,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),38,7,NA,NA,NA,NA
25,7,M.C. Hammer,Addams Groove,20,11,NA,NA,NA,NA
26,12,Genesis,No Son Of Mine,21,16,NA,NA,NA,NA
27,27, Vanessa Williams,Save The Best For Last,64,3,NA,NA,NA,NA
28,28,P.M. Dawn,Paper Doll,37,5,NA,NA,NA,NA
29,29,Genesis,I Can't Dance,43,3,NA,NA,NA,NA
30,2,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,24,22,NA,NA,NA,NA
