rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,K-Ci & JoJo,All My Life,NA,NA,3,NA,3 WEEKS AT NO. 1,4WEEKS ON CHART
2,2,Montell Jordan Feat. Master P & Silkk The Shocker,Let's Ride,2,7,NA,NA,NA,NA
3,3,Next,Too Close,4,10,NA,NA,NA,NA
4,2,Madonna,Frozen ,3,5,NA,NA,NA,NA
5,1,Savage Garden,Truly Madly Deeply,6,20,NA,NA,NA,NA
6,6,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,9,10,NA,NA,NA,NA
7,1,Usher,Nice & Slow,7,13,NA,NA,NA,NA
8,8,Marcy Playground,Sex And Candy ,13,2,NA,NA,NA,NA
9,7,Wyclef Jean,Gone Till November,8,11,NA,NA,NA,NA
10,1,Celine Dion,My Heart Will Go On,5,8,NA,NA,NA,NA
11,11,Public Announcement,Body Bumpin' Yippie-Yi-Yo,14,9,NA,NA,NA,NA
12,3,Destiny's Child,"No, No, No",12,21,NA,NA,NA,NA
13,9,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],10,19,NA,NA,NA,NA
14,14,Shania Twain ,You're Still The One,15,10,NA,NA,NA,NA
15,6,Mase Featuring Total,What You Want,16,12,NA,NA,NA,NA
16,1,Will Smith,Gettin' Jiggy Wit It,11,8,NA,NA,NA,NA
17,17,'N Sync,I Want You Back,18,7,NA,NA,NA,NA
18,12,The Verve,Bitter Sweet Symphony,17,4,NA,NA,NA,NA
19,19,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,22,12,NA,NA,NA,NA
20,1,Janet,Together Again,19,18,NA,NA,NA,NA
21,21,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory ,32,5,NA,NA,NA,NA
22,9,Third Eye Blind,How's It Going To Be,23,20,NA,NA,NA,NA
23,2,LeAnn Rimes,How Do I Live,21,44,NA,NA,NA,NA
