rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Jennifer Lopez,If You Had My Love,NA,NA,2,NA,2WEEKS AT NO. 1,6WEEKS ON CHART
2,1,Ricky Martin,Livin' La Vida Loca,2,10,NA,NA,NA,NA
3,1,TLC,No Scrubs,3,18,NA,NA,NA,NA
4,4,702,Where My Girls At?,5,8,NA,NA,NA,NA
5,4,Maxwell,Fortunate,4,11,NA,NA,NA,NA
6,2,Sixpence None The Richer,Kiss Me,6,20,NA,NA,NA,NA
7,7,Shania Twain,That Don't Impress Me Much,7,20,NA,NA,NA,NA
8,8,Blaque,808,8,10,NA,NA,NA,NA
9,9,Backstreet Boys, I Want It That Way,11,9,NA,NA,NA,NA
10,10,Chante Moore,Chante's Got A Man,10,6,NA,NA,NA,NA
11,5,JT Money Featuring Sole,Who Dat,9,9,NA,NA,NA,NA
12,3,Sugar Ray,Every Morning,13,24,NA,NA,NA,NA
13,13,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,14,5,NA,NA,NA,NA
14,10,Jordan Knight,Give It To You,12,12,NA,NA,NA,NA
15,15,Case,Happily Ever After,26,3,NA,NA,NA,NA
16,16,Brandy,Almost Doesn't Count,20,9,NA,NA,NA,NA
17,17,Whitney Houston,It's Not Right But It's Okay,21,7,NA,NA,NA,NA
18,15,112 Featuring Lil'z,Anywhere,18,14,NA,NA,NA,NA
19,8,Goo Goo Dolls,Slide,17,29,NA,NA,NA,NA
20,10,Tim McGraw,Please Remember Me,16,12,NA,NA,NA,NA
21,21,Smash Mouth,All Star,24,5,NA,NA,NA,NA
22,20,98 Degrees,The Hardest Thing,22,13,NA,NA,NA,NA
23,1, Cher,Believe,15,27,NA,NA,NA,NA
24,13,Everlast,What It's Like,19,27,NA,NA,NA,NA
25,12,Tyrese,Sweet Lady,25,22,NA,NA,NA,NA
26,2,Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel,23,26,NA,NA,NA,NA
27,27,George Strait,Write This Down,29,9,NA,NA,NA,NA
