rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,NA,NA,4,NA,4WEEKS AT NO. 1,4WEEKS ON CHART
2,1,Hanson,MMMBop,2,10,NA,NA,NA,NA
3,3,Meredith Brooks,Bitch,4,11,NA,NA,NA,NA
4,2, Mark Morrison,Return Of The Mack,3,19,NA,NA,NA,NA
5,4,Bone Thugs-N-Harmony,"Look Into My Eyes (From ""Batman & Robin"")",5,3,NA,NA,NA,NA
6,3,Spice Girls,Say You'll Be There,6,7,NA,NA,NA,NA
7,6,Rome,I Belong To You (Every Time I See Your Face),7,17,NA,NA,NA,NA
8,8,Tim McGraw With Faith Hill,It's Your Love,8,8,NA,NA,NA,NA
9,8,Changing Faces,G.H.E.T.T.O.U.T.,9,9,NA,NA,NA,NA
10,5,The Verve Pipe,The Freshmen,10,20,NA,NA,NA,NA
11,2,Jewel,Foolish Games/You Were Meant For Me,11,32,NA,NA,NA,NA
12,12,Robyn,Do You Know (What It Takes),15,6,NA,NA,NA,NA
13,13, Backstreet Boys,Quit Playing Games (With My Heart),24,2,NA,NA,NA,NA
14,8,Az Yet Featuring Peter Cetera,Hard To Say I'm Sorry,12,20,NA,NA,NA,NA
15,4,Monica,"For You I Will (From ""Space Jam"")",14,17,NA,NA,NA,NA
16,16,Scarface Featuring 2Pac & Johnny P,Smile,19,3,NA,NA,NA,NA
17,NA,Third Eye Blind,Semi-Charmed Life,NA,NA,NA,NA,NA,NA
18,4,Savage Garden,I Want You,16,19,NA,NA,NA,NA
19,13,112,Cupid,17,19,NA,NA,NA,NA
20,1,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,21,24,NA,NA,NA,NA
21,8,Paula Cole,Where Have All The Cowboys Gone?,18,13,NA,NA,NA,NA
22,22,Raybon Bros.,Butterfly Kisses,22,4,NA,NA,NA,NA
23,1,The Notorious B.I.G. ,Hypnotize,13,11,NA,NA,NA,NA
24,15,Freak Nasty,Da' Dip,20,27,NA,NA,NA,NA
25,16,Duncan Sheik,Barely Breathing,23,32,NA,NA,NA,NA
26,26,K-Ci & JoJo,You Bring Me Up,26,4,NA,NA,NA,NA
27,27,Michael Bolton,"Go The Distance (From ""Hercules"") ",33,5,NA,NA,NA,NA
28,28,LeAnn Rimes,How Do I Live,49,3,NA,NA,NA,NA
29,21,Joe,"Don't Wanna Be A Player (From ""Booty Call"")",25,10,NA,NA,NA,NA
30,28,Bee Gees ,Alone,28,5,NA,NA,NA,NA
31,19,Toni Braxton,I Love Me Some Him/I Don't Want To,27,15,NA,NA,NA,NA
32,32,Various Artists,ESPN Presents The Jock Jam,32,9,NA,NA,NA,NA
33,23,White Town,Your Woman,29,15,NA,NA,NA,NA
34,22,Tony Toni Tone,Thinking Of You,30,9,NA,NA,NA,NA
35,35,Le Click,Call Me,35,18,NA,NA,NA,NA
36,2,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",31,30,NA,NA,NA,NA
37,37,Warren G Featuring Ronald Isley,Smokin' Me Out,37,3,NA,NA,NA,NA
38,1,Toni Braxton,Un-Break My Heart,36,37,NA,NA,NA,NA
39,6,Babyface,Every Time I Close My Eyes,38,23,NA,NA,NA,NA
40,40,Blessid Union Of Souls,I Wanna Be There,42,9,NA,NA,NA,NA
41,39,Brownstone,5 Miles To Empty,39,8,NA,NA,NA,NA
42,19,Bruce Springsteen,Secret Garden,40,23,NA,NA,NA,NA
43,43, Trisha Yearwood,"How Do I Live (From ""Con Air"")",60,3,NA,NA,NA,NA
44,2,En Vogue,Don't Let Go (Love),41,35,NA,NA,NA,NA
45,43,3rd Party,Can U Feel It,46,10,NA,NA,NA,NA
46,46,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive ,47,4,NA,NA,NA,NA
47,47,Gina G,Gimme Some Love,50,4,NA,NA,NA,NA
48,10,B-Rock & The Bizz,My Baby Daddy,34,12,NA,NA,NA,NA
49,38, Depeche Mode,It's No Good,43,8,NA,NA,NA,NA
50,NA,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",NA,NA,NA,NA,NA,NA
51,51,DJ Taz Featuring Raheem The Dream,That's Right,51,14,NA,NA,NA,NA
52,11,Sheryl Crow,Everyday Is A Winding Road,48,15,NA,NA,NA,NA
53,27,Real McCoy,One More Time,53,15,NA,NA,NA,NA
54,54,Christion,Full Of Smoke,58,11,NA,NA,NA,NA
55,44,Billy Lawrence Featuring MC Lyte,Come On,52,13,NA,NA,NA,NA
56,56,Sneaker Pimps,6 Underground,63,10,NA,NA,NA,NA
57,42,Richard Marx,Until I Find You Again,54,12,NA,NA,NA,NA
58,33,Kenny Lattimore,For You,55,15,NA,NA,NA,NA
59,59,DJ Company,Rhythm Of Love,71,4,NA,NA,NA,NA
60,55,Jocelyn Enriquez,A Little Bit Of Ecstasy,61,14,NA,NA,NA,NA
61,26,U2,Staring At The Sun,56,11,NA,NA,NA,NA
62,62,New Edition,One More Day,66,5,NA,NA,NA,NA
63,63,Nu Flavor Featuring Roger,Sweet Sexy Thing,65,12,NA,NA,NA,NA
64,4,Celine Dion,All By Myself,59,15,NA,NA,NA,NA
65,43,Bill Engvall With Special Guest Travis Tritt,Here's Your Sign (Get The Picture),62,20,NA,NA,NA,NA
66,66,Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,67,2,NA,NA,NA,NA
67,25,Ray J,"Let It Go (From ""Set It Off"")",73,18,NA,NA,NA,NA
68,60,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",70,8,NA,NA,NA,NA
69,20,Warren G,I Shot The Sheriff,64,16,NA,NA,NA,NA
70,70,No Mercy,When I Die,80,5,NA,NA,NA,NA
71,65, Tori Amos,Silent All These Years,72,16,NA,NA,NA,NA
72,68,Keith Sweat (Featuring Ronald Isley),Come With Me,68,4,NA,NA,NA,NA
73,NA,CRU Featuring Slick Rick,Just Another Case,NA,NA,NA,NA,NA,NA
74,74,Veronica (Featuring Craig Mack),"No One But You (From ""Baps"")",77,6,NA,NA,NA,NA
75,75,Collective Soul,Listen,79,2,NA,NA,NA,NA
76,46,Nine Inch Nails,"The Perfect Drug (From ""Lost Highway"")",69,6,NA,NA,NA,NA
77,64,Paul McCartney,"The World Tonight (From ""Fathers' Day"")",74,7,NA,NA,NA,NA
78,78,Laurnea,Can't Let Go,83,2,NA,NA,NA,NA
79,NA,Deborah Cox,Things Just Ain't The Same,NA,NA,NA,NA,NA,NA
80,80,Suga Free,If U Stay Ready,85,7,NA,NA,NA,NA
81,NA,Whitney Houston,"My Heart Is Calling (From ""The Preacher's Wife"")",NA,NA,NA,NA,NA,NA
82,82,MC Luscious Featuring Kinsui,Da' Dip,82,4,NA,NA,NA,NA
83,NA,Damage,Love II Love,NA,NA,NA,NA,NA,NA
84,66,Kenny G,Havana,87,18,NA,NA,NA,NA
85,46,John Mellencamp,Just Another Day,81,20,NA,NA,NA,NA
86,NA,The O'Jays,What's Stopping You,NA,NA,NA,NA,NA,NA
87,40,Westside Connection,Gangstas Make The World Go Round,84,18,NA,NA,NA,NA
88,62, Faithless,Insomnia,88,15,NA,NA,NA,NA
