rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,matchbox twenty,Bent,NA,NA,NA,6,6LAST WEEK,13WEEKS ON CHART
2,1,Vertical Horizon,Everything You Want,1,27,NA,NA,NA,NA
3,1,Aaliyah,Try Again,2,19,NA,NA,NA,NA
4,4,'N Sync,It's Gonna Be Me,5,12,NA,NA,NA,NA
5,4,Joe,I Wanna Know,4,30,NA,NA,NA,NA
6,6,Nine Days,Absolutely (Story Of A Girl),11,12,NA,NA,NA,NA
7,7,Creed,Higher,9,38,NA,NA,NA,NA
8,7,P!nk,There You Go,10,21,NA,NA,NA,NA
9,4,Eminem,The Real Slim Shady,8,12,NA,NA,NA,NA
10,3,Christina Aguilera,I Turn To You,7,15,NA,NA,NA,NA
11,1,Enrique Iglesias,Be With You,3,17,NA,NA,NA,NA
12,2,Toni Braxton ,He Wasn't Man Enough,14,19,NA,NA,NA,NA
13,13,Destiny's Child,"Jumpin', Jumpin'",18,11,NA,NA,NA,NA
14,2,Faith Hill,Breathe,13,38,NA,NA,NA,NA
15,15,Jagged Edge,Let's Get Married,23,12,NA,NA,NA,NA
16,2,Marc Anthony,You Sang To Me,12,22,NA,NA,NA,NA
17,17,Ruff Endz,No More,19,4,NA,NA,NA,NA
18,15,BBMak,Back Here,15,13,NA,NA,NA,NA
19,19,Sting Featuring Cheb Mami,Desert Rose,21,11,NA,NA,NA,NA
20,18,Jay-Z Featuring UGK,Big Pimpin',20,14,NA,NA,NA,NA
21,5,Macy Gray,I Try,16,23,NA,NA,NA,NA
22,22,Janet,Doesn't Really Matter,29,6,NA,NA,NA,NA
23,23,Nelly,(Hot S**t) Country Grammar,30,13,NA,NA,NA,NA
24,9,Britney Spears,Oops!...I Did It Again,17,14,NA,NA,NA,NA
25,22,Next,Wifey,22,9,NA,NA,NA,NA
26,26,Dr. Dre Featuring Snoop Dogg,The Next Episode,27,9,NA,NA,NA,NA
27,23,Avant,Separated,28,13,NA,NA,NA,NA
28,28,3 Doors Down,Kryptonite,38,16,NA,NA,NA,NA
29,29,Jessica Simpson,I Think I'm In Love With You,44,4,NA,NA,NA,NA
30,20,Westlife,Swear It Again,25,17,NA,NA,NA,NA
31,3,Sisqo,Thong Song,24,26,NA,NA,NA,NA
32,32,Son By Four,Purest Of Pain (A Puro Dolor),35,16,NA,NA,NA,NA
33,33,Da Brat Featuring Tyrese,What'Chu Like,41,8,NA,NA,NA,NA
34,29,Donell Jones,Where I Wanna Be,36,14,NA,NA,NA,NA
35,33,Lee Ann Womack,I Hope You Dance,33,11,NA,NA,NA,NA
36,1,Santana Featuring The Product G&B,Maria Maria,26,24,NA,NA,NA,NA
37,1, Lonestar,Amazed,32,51,NA,NA,NA,NA
38,38,No Doubt,Simple Kind Of Life,39,4,NA,NA,NA,NA
39,22,Chad Brock,Yes!,31,16,NA,NA,NA,NA
40,40,Lucy Pearl,Dance Tonight,40,10,NA,NA,NA,NA
41,1,Santana Featuring Rob Thomas,Smooth,34,52,NA,NA,NA,NA
42,42,Mandy Moore,I Wanna Be With You,45,6,NA,NA,NA,NA
43,1,Destiny's Child,Say My Name,37,31,NA,NA,NA,NA
44,20,Carl Thomas,I Wish,42,18,NA,NA,NA,NA
45,45,Lara Fabian,I Will Love Again,52,7,NA,NA,NA,NA
46,46, Rascal Flatts,Prayin' For Daylight,49,12,NA,NA,NA,NA
47,47,Lonestar,What About Now,50,7,NA,NA,NA,NA
48,24,Goo Goo Dolls,Broadway,46,14,NA,NA,NA,NA
49,24,Savage Garden,Crash And Burn,48,16,NA,NA,NA,NA
50,50,Jo Dee Messina,That's The Way,54,5,NA,NA,NA,NA
51,51,LeAnn Rimes,I Need You,53,9,NA,NA,NA,NA
52,52,Reba McEntire,I'll Be,55,11,NA,NA,NA,NA
53,53,Everclear,Wonderful,69,3,NA,NA,NA,NA
54,54,Ideal Featuring Lil' Mo,Whatever ,56,7,NA,NA,NA,NA
55,30,Backstreet Boys,The One,47,9,NA,NA,NA,NA
56,56,Billy Gilman,One Voice,65,6,NA,NA,NA,NA
57,57,Alan Jackson, It Must Be Love,63,5,NA,NA,NA,NA
58,58,Tim McGraw,Some Things Never Change,58,11,NA,NA,NA,NA
59,59,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,59,6,NA,NA,NA,NA
60,60,Eric Heatherly ,Flowers On The Wall,60,13,NA,NA,NA,NA
61,61,Sisqo,Incomplete,61,5,NA,NA,NA,NA
62,49,Clay Davidson,Unconditional,51,18,NA,NA,NA,NA
63,27,Alice Deejay,Better Off Alone,57,16,NA,NA,NA,NA
64,35,Faith Hill,The Way You Love Me,67,20,NA,NA,NA,NA
65,62,Splender,I Think God Can Explain,64,7,NA,NA,NA,NA
66,66,Don Henley,Taking You Home,73,5,NA,NA,NA,NA
67,67,Sister Hazel, Change Your Mind,75,2,NA,NA,NA,NA
68,68,Dixie Chicks,Cold Day In July,72,5,NA,NA,NA,NA
69,69,Kelly Price,As We Lay,82,2,NA,NA,NA,NA
70,68,Creed,With Arms Wide Open,74,11,NA,NA,NA,NA
71,40,Clay Walker,The Chain Of Love,68,15,NA,NA,NA,NA
72,72,Lil' Kim ,No Matter What They Say,80,2,NA,NA,NA,NA
73,43,Collin Raye,Couldn't Last A Moment,66,19,NA,NA,NA,NA
74,74,SHeDAISY,I Will...But,78,2,NA,NA,NA,NA
75,70,Whitney Houston & Deborah Cox,"Same Script, Different Cast ",70,6,NA,NA,NA,NA
76,28,Mary Mary,Shackles (Praise You),71,18,NA,NA,NA,NA
77,28,Mariah Carey Featuring Snoop Dogg,Crybaby,62,5,NA,NA,NA,NA
78,17,504 Boyz,Wobble Wobble,76,15,NA,NA,NA,NA
79,79,Stone Temple Pilots,Sour Girl,79,3,NA,NA,NA,NA
80,80,Keith Urban,Your Everything,81,2,NA,NA,NA,NA
81,81,SoulDecision Featuring Thrust,Faded,90,3,NA,NA,NA,NA
82,82,Brooks & Dunn,You'll Always Be Loved By Me,83,7,NA,NA,NA,NA
83,76,Metallica,I Disappear,84,11,NA,NA,NA,NA
84,84, Darryl Worley,When You Need My Love,85,7,NA,NA,NA,NA
85,37,Andy Griggs,She's More,77,20,NA,NA,NA,NA
86,50,Mya Featuring Jadakiss,Best Of Me,86,15,NA,NA,NA,NA
87,87,DMX Featuring Sisqo,What You Want,95,4,NA,NA,NA,NA
88,88,Eve & Jadakiss,Got It All,89,2,NA,NA,NA,NA
89,86,"Torrey Carter Featuring Missy ""Misdemeanor"" Elliott",Take That,91,5,NA,NA,NA,NA
90,62,M2M,Mirror Mirror,87,17,NA,NA,NA,NA
91,40,Kenny Rogers With Alison Krauss & Billy Dean,Buy Me A Rose,88,20,NA,NA,NA,NA
92,83,"Trick Daddy Featuring Duece Poppito, Trina, Co",Shut Up,92,10,NA,NA,NA,NA
93,93,Madison Avenue,Don't Call Me Baby,96,3,NA,NA,NA,NA
94,49,Elton John,Someday Out Of The Blue,98,14,NA,NA,NA,NA
95,56,Kenny Chesney,What I Need To Do,93,17,NA,NA,NA,NA
