rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Whitney Houston,I Will Always Love You,NA,NA,12,NA,12 WEEKS AT NO. 1,14WEEKS ON CHART
2,2,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme),3,9,NA,NA,NA,NA
3,2,Shai,If I Ever Fall In Love,2,18,NA,NA,NA,NA
4,4,Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",5,17,NA,NA,NA,NA
5,5,Duran Duran,Ordinary World,7,6,NA,NA,NA,NA
6,3,Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")",4,12,NA,NA,NA,NA
7,7,Arrested Development,Mr. Wendal ,10,9,NA,NA,NA,NA
8,8,Prince And The New Power Generation,7,8,12,NA,NA,NA,NA
9,2,Wreckx-N-Effect,Rump Shaker,6,20,NA,NA,NA,NA
10,10, Whitney Houston,"I'm Every Woman (From ""The Bodyguard"")",14,6,NA,NA,NA,NA
11,11,Portrait,Here We Go Again!,15,14,NA,NA,NA,NA
12,5,Snap!,Rhythm Is A Dancer,11,27,NA,NA,NA,NA
13,11,Restless Heart,When She Cries,12,14,NA,NA,NA,NA
14,7,Madonna,Deeper And Deeper,9,11,NA,NA,NA,NA
15,15,En Vogue,"Give It Up, Turn It Loose",17,11,NA,NA,NA,NA
16,7,Bobby Brown,Good Enough,13,18,NA,NA,NA,NA
17,17,Jade,Don't Walk Away,21,9,NA,NA,NA,NA
18,18,Bobby Brown ,Get Away,25,5,NA,NA,NA,NA
19,19,Digable Planets,Rebirth Of Slick (Cool Like Dat),20,5,NA,NA,NA,NA
20,20,Naughty By Nature,Hip Hop Hooray,28,3,NA,NA,NA,NA
21,21,Snow,Informer,29,6,NA,NA,NA,NA
22,3,P.M. Dawn,"I'd Die Without You (From ""Boomerang"")",16,23,NA,NA,NA,NA
23,18,Toad The Wet Sprocket,Walk On The Ocean,18,14,NA,NA,NA,NA
24,14,Go West,Faithful,19,15,NA,NA,NA,NA
25,25,Dr. Dre,"Nuthin' But A ""G"" Thang",46,3,NA,NA,NA,NA
26,26,Bon Jovi,Bed Of Roses,40,4,NA,NA,NA,NA
27,23,Paperboy,Ditty,23,9,NA,NA,NA,NA
28,13,Jon Secada,Do You Believe In Us,24,21,NA,NA,NA,NA
29,29,Positive K,I Got A Man,35,9,NA,NA,NA,NA
30,7,Mary J. Blige,Real Love,22,25,NA,NA,NA,NA
31,31,Boy Krazy,That's What Love Can Do,45,4,NA,NA,NA,NA
32,32,Shai, Comforter,43,4,NA,NA,NA,NA
33,32,Peter Gabriel,Steam,32,9,NA,NA,NA,NA
34,27,Lo-Key?,I Got A Thang 4 Ya!,27,14,NA,NA,NA,NA
35,7,TLC,What About Your Friends,26,24,NA,NA,NA,NA
36,36,Patty Smyth,No Mistakes,41,8,NA,NA,NA,NA
37,37,Father M.C.,Everything's Gonna Be Alright,42,11,NA,NA,NA,NA
38,28,Sade,No Ordinary Love,31,15,NA,NA,NA,NA
39,39,Kenny G,Forever In Love,48,9,NA,NA,NA,NA
40,26,Dan Baird,I Love You Period,30,11,NA,NA,NA,NA
41,34,Def Leppard,Stand Up (Kick Love Into Motion),37,10,NA,NA,NA,NA
42,1,Boyz II Men,"End Of The Road (From ""Boomerang"")",34,31,NA,NA,NA,NA
43,14,Annie Lennox,Walking On Broken Glass,39,24,NA,NA,NA,NA
44,11,Michael Bolton ,To Love Somebody,33,18,NA,NA,NA,NA
45,45,Jeremy Jordan,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",53,10,NA,NA,NA,NA
46,38,Hi-Five,Quality Time,47,11,NA,NA,NA,NA
47,NA,Mary J. Blige,Sweet Thing,NA,NA,NA,NA,NA,NA
48,21,Genesis ,Never A Time,38,15,NA,NA,NA,NA
49,13,Charles & Eddie,Would I Lie To You?,44,26,NA,NA,NA,NA
50,36,Celine Dion,Love Can Move Mountains,36,13,NA,NA,NA,NA
51,51,Spin Doctors,Two Princes,64,3,NA,NA,NA,NA
52,34,The S.O.U.L. S.Y.S.T.E.M.,It's Gonna Be A Lovely Day,52,12,NA,NA,NA,NA
53,33,Toni Braxton,"Love Shoulda Brought You Home (From ""Boomerang"")",51,14,NA,NA,NA,NA
54,23,Elton John,The Last Song,50,16,NA,NA,NA,NA
55,55,Duice ,Dazzey Duks,59,6,NA,NA,NA,NA
56,56,Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",66,4,NA,NA,NA,NA
57,57,Jon Secada,Angel,65,3,NA,NA,NA,NA
58,58,Sound Factory,Understand This Groove,58,8,NA,NA,NA,NA
59,57,Chaka Demus & Pliers,Murder She Wrote,57,7,NA,NA,NA,NA
60,60,Poison,Stand,60,3,NA,NA,NA,NA
61,61,Cathy Dennis ,Irresistible,62,8,NA,NA,NA,NA
62,57,Lighter Shade Of Brown,Homies,68,10,NA,NA,NA,NA
63,63,Bizarre Inc,I'm Gonna Get You,63,4,NA,NA,NA,NA
64,17,Spin Doctors,Little Miss Can't Be Wrong,49,18,NA,NA,NA,NA
65,52,Michael Jackson,Heal The World,56,10,NA,NA,NA,NA
66,66,Jude Cole,Tell The Truth,75,4,NA,NA,NA,NA
67,67,Annie Lennox,Little Bird,71,4,NA,NA,NA,NA
68,12,Eric Clapton,Layla,55,20,NA,NA,NA,NA
69,21,Bell Biv DeVoe,Gangsta,54,14,NA,NA,NA,NA
70,70,R.E.M.,Man On The Moon,93,2,NA,NA,NA,NA
71,71,Peter Cetera (Duet With Chaka Khan),Feels Like Heaven,72,4,NA,NA,NA,NA
72,57,Mary J. Blige,Reminisce,67,9,NA,NA,NA,NA
73,55,After 7,Baby I'm For Real/Natural High,77,15,NA,NA,NA,NA
74,74,Alpha Team,Speed,76,3,NA,NA,NA,NA
75,1,The Heights,How Do You Talk To An Angel,69,20,NA,NA,NA,NA
76,76,SWV,I'm So Into You,94,2,NA,NA,NA,NA
77,33,Shabba Ranks (Featuring Johnny Gill),Slow And Sexy,70,17,NA,NA,NA,NA
78,78,Apache,Gangsta Bitch,80,3,NA,NA,NA,NA
79,NA,Ugly Kid Joe,Cat's In The Cradle,NA,NA,NA,NA,NA,NA
80,13,Mad Cobra,Flex,61,18,NA,NA,NA,NA
81,20,Damn Yankees,Where You Goin' Now,73,19,NA,NA,NA,NA
82,77,Brand Nubian,Punks Jump Up To Get Beat Down,81,7,NA,NA,NA,NA
83,19,Trey Lorenz,Someone To Hold,78,20,NA,NA,NA,NA
84,NA,Mick Jagger,Sweet Thing,NA,NA,NA,NA,NA,NA
85,83,AB Logic,Get Up (Move Boy Move),87,8,NA,NA,NA,NA
86,86,Debbie Gibson,Losin' Myself,96,2,NA,NA,NA,NA
87,86,Chante Moore,Love's Taken Over,89,8,NA,NA,NA,NA
88,35,U2,Who's Gonna Ride Your Wild Horses,79,15,NA,NA,NA,NA
89,89,TLC,Hat 2 Da Back,92,2,NA,NA,NA,NA
90,NA,Mary Chapin Carpenter,Passionate Kisses ,NA,NA,NA,NA,NA,NA
91,NA,RuPaul,Supermodel (You Better Work),NA,NA,NA,NA,NA,NA
92,NA,N2Deep,Toss-Up,NA,NA,NA,NA,NA,NA
93,68,Classic Example,"It's Alright (From ""South Central"")",83,14,NA,NA,NA,NA
94,94,Silk,Happy Days,95,2,NA,NA,NA,NA
95,55,Shakespear's Sister,I Don't Care,74,12,NA,NA,NA,NA
96,68,Journey,Lights,82,15,NA,NA,NA,NA
97,3,Madonna,Erotica,85,18,NA,NA,NA,NA
98,78,Firehouse,Sleeping With You,88,8,NA,NA,NA,NA
99,74,Goddess,Sexual,90,10,NA,NA,NA,NA
100,65,House Of Pain,Shamrocks And Shenanigans (Boom Shalock Lock Boom),91,10,NA,NA,NA,NA
