rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Michael Bolton,How Am I Supposed To Live Without You,NA,NA,2,NA,2 WEEKS AT NO. 1,14WEEKS ON CHART
2,2,Technotronic Featuring Felly,Pump Up The Jam,2,16,NA,NA,NA,NA
3,3,Rod Stewart,Downtown Train,5,10,NA,NA,NA,NA
4,4,Jody Watley,Everything,4,16,NA,NA,NA,NA
5,5,Seduction,Two To Make It Right,9,12,NA,NA,NA,NA
6,6,Lou Gramm,Just Between You And Me,7,14,NA,NA,NA,NA
7,7,Tom Petty,Free Fallin',8,13,NA,NA,NA,NA
8,8,Paula Abdul (Duet With The Wild Pair),Opposites Attract,16,7,NA,NA,NA,NA
9,9,Skid Row,I Remember You,12,11,NA,NA,NA,NA
10,1,Phil Collins,Another Day In Paradise,3,13,NA,NA,NA,NA
11,11,Aerosmith,Janie's Got A Gun,14,10,NA,NA,NA,NA
12,10,Tesla,Love Song,10,18,NA,NA,NA,NA
13,13,Eddie Money, Peace In Our Time,18,9,NA,NA,NA,NA
14,11,Joe Cocker,When The Night Comes,11,14,NA,NA,NA,NA
15,15,Chicago,What Kind Of Man Would I Be?,23,9,NA,NA,NA,NA
16,16,Babyface,Tender Lover,21,11,NA,NA,NA,NA
17,2,Janet Jackson,Rhythm Nation,6,12,NA,NA,NA,NA
18,18,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,20,11,NA,NA,NA,NA
19,19,Expose,Tell Me Why,24,8,NA,NA,NA,NA
20,20,Roxette,Dangerous,26,7,NA,NA,NA,NA
21,2,Linda Ronstadt (Featuring Aaron Neville), Don't Know Much,15,18,NA,NA,NA,NA
22,22,Milli Vanilli,All Or Nothing,30,4,NA,NA,NA,NA
23,23,Gloria Estefan,Here We Are,31,7,NA,NA,NA,NA
24,11,Jive Bunny & The Mastermixers, Swing The Mood,13,14,NA,NA,NA,NA
25,25,Michael Damian,Was It Nothing At All,29,14,NA,NA,NA,NA
26,26,The Cover Girls,We Can't Go Wrong,32,8,NA,NA,NA,NA
27,27,Motley Crue,Kickstart My Heart,28,10,NA,NA,NA,NA
28,28,Bad English,Price Of Love,35,6,NA,NA,NA,NA
29,4,Soul II Soul,Back To Life,25,19,NA,NA,NA,NA
