rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Vanessa Williams,Save The Best For Last,NA,NA,5,NA,5 WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Eric Clapton,Tears In Heaven,2,11,NA,NA,NA,NA
3,3,Kris Kross,Jump,12,3,NA,NA,NA,NA
4,4,Queen ,Bohemian Rhapsody,10,29,NA,NA,NA,NA
5,3,Atlantic Starr,Masterpiece,3,12,NA,NA,NA,NA
6,5,Mariah Carey,Make It Happen,5,9,NA,NA,NA,NA
7,7,TLC,Ain't 2 Proud 2 Beg,9,9,NA,NA,NA,NA
8,8,En Vogue,My Lovin' (You're Never Gonna Get It),15,5,NA,NA,NA,NA
9,9,Celine Dion And Peabo Bryson,Beauty And The Beast,13,14,NA,NA,NA,NA
10,6,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),6,16,NA,NA,NA,NA
11,3,Michael Jackson,Remember The Time,4,13,NA,NA,NA,NA
12,12,Richard Marx,Hazard,14,10,NA,NA,NA,NA
13,7,Genesis,I Can't Dance,7,12,NA,NA,NA,NA
14,14,Joe Public,Live And Learn,19,6,NA,NA,NA,NA
15,15,Kathy Troccoli,Everything Changes,17,9,NA,NA,NA,NA
16,16,Bruce Springsteen,Human Touch/Better Days,16,5,NA,NA,NA,NA
17,1,Right Said Fred,I'm Too Sexy,8,18,NA,NA,NA,NA
18,1,Mr. Big,To Be With You,11,18,NA,NA,NA,NA
19,19,U2,One,22,6,NA,NA,NA,NA
20,20,CeCe Peniston,We Got A Love Thang,20,12,NA,NA,NA,NA
21,8,Amy Grant,Good For Me,18,14,NA,NA,NA,NA
22,11,The KLF Featuring Tammy Wynette,Justified And Ancient,23,12,NA,NA,NA,NA
23,23,Jody Watley,I'm The One You Need,26,7,NA,NA,NA,NA
24,24,Bryan Adams,Thought I'd Died And Gone To Heaven,29,6,NA,NA,NA,NA
25,16,Color Me Badd,Thinkin' Back,21,12,NA,NA,NA,NA
26,2,Shanice,I Love Your Smile,24,22,NA,NA,NA,NA
27,27,Def Leppard,Let's Get Rocked,27,2,NA,NA,NA,NA
28,28,Ozzy Osbourne ,"Mama, I'm Coming Home",30,10,NA,NA,NA,NA
29,12,Michael Bolton,Missing You Now,25,13,NA,NA,NA,NA
30,27,Stacy Earl (Featuring The Wild Pair),Romeo & Juliet,28,9,NA,NA,NA,NA
31,31,Paula Abdul,Will You Marry Me?,46,3,NA,NA,NA,NA
32,21,M.C. Brains,Oochie Coochie,31,14,NA,NA,NA,NA
33,33,Prince And The N.P.G.,Money Don't Matter 2 Night,42,4,NA,NA,NA,NA
34,6,Tevin Campbell,Tell Me What You Want Me To Do,32,24,NA,NA,NA,NA
35,35,Red Hot Chili Peppers,Under The Bridge,62,3,NA,NA,NA,NA
36,1,Color Me Badd,All 4 Love,37,24,NA,NA,NA,NA
37,37,Nirvana,Come As You Are,47,5,NA,NA,NA,NA
38,36,Roxette,Church Of Your Heart,36,8,NA,NA,NA,NA
39,39,Chris Walker,Take Time,44,6,NA,NA,NA,NA
40,16,Boyz II Men,Uhh Ahh,34,19,NA,NA,NA,NA
41,37,Lidell Townsell,Nu Nu,40,8,NA,NA,NA,NA
42,5,CeCe Peniston,Finally,41,30,NA,NA,NA,NA
43,43,Metallica,Nothing Else Matters,48,4,NA,NA,NA,NA
44,16,NKOTB,If You Go Away,33,9,NA,NA,NA,NA
45,3,Prince And The N.P.G.,Diamonds And Pearls,35,20,NA,NA,NA,NA
46,6,Nirvana,Smells Like Teen Spirit,38,20,NA,NA,NA,NA
47,43, The Cure,High,43,3,NA,NA,NA,NA
48,48,Giggles,What Goes Around Comes Around,49,13,NA,NA,NA,NA
49,37,The Smithereens,Too Much Passion,39,11,NA,NA,NA,NA
50,42,The Williams Brothers,Can't Cry Hard Enough,45,11,NA,NA,NA,NA
51,51,Tracie Spencer,Love Me,67,4,NA,NA,NA,NA
52,52,Ugly Kid Joe,Everything About You,60,3,NA,NA,NA,NA
53,37,Gerald Levert (Duet With Eddie Levert),Baby Hold On To Me,53,10,NA,NA,NA,NA
54,47, Salt-N-Pepa,You Showed Me,54,12,NA,NA,NA,NA
55,53,Naughty By Nature,Everything's Gonna Be Alright,55,11,NA,NA,NA,NA
56,56,Lisa Stansfield,All Woman,57,7,NA,NA,NA,NA
57,1,George Michael/Elton John,Don't Let The Sun Go Down On Me,51,20,NA,NA,NA,NA
58,58,Boyz II Men,Please Don't Go,72,3,NA,NA,NA,NA
59,59,Black Sheep,The Choice Is Yours,59,8,NA,NA,NA,NA
60,26,RTZ,Until Your Love Comes Back Around,52,14,NA,NA,NA,NA
61,61,Aaron Hall,Don't Be Afraid,71,6,NA,NA,NA,NA
62,22,Paul Young,What Becomes Of The Brokenhearted,50,12,NA,NA,NA,NA
63,63,Cause And Effect,You Think You Know Her,65,8,NA,NA,NA,NA
64,64,R. Kelly & Public Announcement,She's Got That Vibe ,64,6,NA,NA,NA,NA
65,65,Sir Mix-A-Lot,Baby Got Back,75,2,NA,NA,NA,NA
66,61,MC Luscious,Boom! I Got Your Boyfriend,61,11,NA,NA,NA,NA
67,41,Jodeci,Stay,56,16,NA,NA,NA,NA
68,68,Redhead Kingpin & The F.B.I.,3-2-1 Pump,73,4,NA,NA,NA,NA
69,21,Eddie Money,I'll Get By,58,18,NA,NA,NA,NA
70,68,L.A. Guns ,It's Over Now,68,6,NA,NA,NA,NA
71,71,Jodeci,Come & Talk To Me,79,3,NA,NA,NA,NA
72,72,Laura Enea,This Is The Last Time,78,4,NA,NA,NA,NA
73,73,Arrested Development,Tennessee,83,2,NA,NA,NA,NA
74,74,Mr. Big,Just Take My Heart,92,2,NA,NA,NA,NA
75,75,Luke,I Wanna Rock,80,5,NA,NA,NA,NA
76,NA,Sophie B. Hawkins,Damn I Wish I Was Your Lover,NA,NA,NA,NA,NA,NA
77,77,Howard Jones,Lift Me Up,96,2,NA,NA,NA,NA
78,55,Van Halen,Right Now,63,11,NA,NA,NA,NA
79,79,Geoffrey Williams,It's Not A Love Thing,84,5,NA,NA,NA,NA
80,44,Clivilles & Cole,A Deeper Love/Pride In The Name Of Love,74,15,NA,NA,NA,NA
81,81,Keith Sweat,Why Me Baby?,100,2,NA,NA,NA,NA
82,44,Simply Red,Stars,76,13,NA,NA,NA,NA
83,36,John Mellencamp,Again Tonight,69,12,NA,NA,NA,NA
84,84,2nd II None ,If You Want It,91,3,NA,NA,NA,NA
85,NA,Bonnie Raitt,Not The Only One,NA,NA,NA,NA,NA,NA
86,79,Enya,Caribbean Blue,82,8,NA,NA,NA,NA
87,87,Tevin Campbell,Goodbye,93,2,NA,NA,NA,NA
88,NA,Right Said Fred, Don't Talk Just Kiss,NA,NA,NA,NA,NA,NA
89,62,M.C. Hammer, Do Not Pass Me By,81,6,NA,NA,NA,NA
90,NA,Brotherhood Creed,Helluva,NA,NA,NA,NA,NA,NA
91,89,TKA,Maria,89,3,NA,NA,NA,NA
92,16,Paula Abdul,Vibeology,85,14,NA,NA,NA,NA
93,71, Shawn Christopher,Don't Lose The Magic,77,8,NA,NA,NA,NA
94,NA,Tesla,What You Give,NA,NA,NA,NA,NA,NA
95,NA,Kid Frost,No Sunshine,NA,NA,NA,NA,NA,NA
96,83,Warrant,We Will Rock You,88,5,NA,NA,NA,NA
97,72,Big Audio,The Globe,87,10,NA,NA,NA,NA
98,7,M.C. Hammer,Addams Groove,94,20,NA,NA,NA,NA
99,NA,Jon Secada,Just Another Day ,NA,NA,NA,NA,NA,NA
100,90,2 Hyped Brothers & A Dog,Doo Doo Brown,90,5,NA,NA,NA,NA
