rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Whitney Houston,I'm Your Baby Tonight,NA,NA,NA,3,3LAST WEEK ,7WEEKS ON CHART
2,1,Mariah Carey,Love Takes Time,1,12,NA,NA,NA,NA
3,3,Stevie B,Because I Love You (The Postman Song),5,9,NA,NA,NA,NA
4,4,Deee-Lite,Groove Is In The Heart,4,12,NA,NA,NA,NA
5,5,Bette Midler,From A Distance ,7,9,NA,NA,NA,NA
6,6,Poison,Something To Believe In,6,9,NA,NA,NA,NA
7,2,Alias,More Than Words Can Say,2,13,NA,NA,NA,NA
8,8,UB40,The Way You Do The Things You Do,13,12,NA,NA,NA,NA
9,9,Wilson Phillips,Impulsive,15,8,NA,NA,NA,NA
10,9,Tony Toni Tone,Feels Good,9,14,NA,NA,NA,NA
11,11,Daryl Hall John Oates,So Close,12,10,NA,NA,NA,NA
12,12,DNA Featuring Suzanne Vega,Tom's Diner,19,9,NA,NA,NA,NA
13,13, Heart,Stranded,17,11,NA,NA,NA,NA
14,14,Damn Yankees,High Enough,18,11,NA,NA,NA,NA
15,15,George Michael,Freedom,20,6,NA,NA,NA,NA
16,1,Vanilla Ice,Ice Ice Baby,11,13,NA,NA,NA,NA
17,14,Soho,Hippychick,14,13,NA,NA,NA,NA
18,18,Jon Bon Jovi,"Miracle (From ""Young Guns II"")",22,6,NA,NA,NA,NA
19,19,2 In A Room,Wiggle It,21,9,NA,NA,NA,NA
20,2,M.C. Hammer,Pray,8,10,NA,NA,NA,NA
21,9,Candyman ,Knockin' Boots,10,14,NA,NA,NA,NA
22,22,Ralph Tresvant,Sensitivity,24,5,NA,NA,NA,NA
23,23,Madonna,Justify My Love,36,3,NA,NA,NA,NA
24,1, James Ingram,I Don't Have The Heart,16,18,NA,NA,NA,NA
25,25,Donny Osmond,My Love Is A Fire,28,8,NA,NA,NA,NA
26,26,Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,26,8,NA,NA,NA,NA
27,27,Winger,Miles Away,33,8,NA,NA,NA,NA
28,28,Information Society ,Think,29,9,NA,NA,NA,NA
29,29,Steve Winwood,One And Only Man,35,5,NA,NA,NA,NA
30,19,The Righteous Brothers,Unchained Melody,31,9,NA,NA,NA,NA
31,31,Janet Jackson,Love Will Never Do (Without You),48,3,NA,NA,NA,NA
32,4,Pebbles,Giving You The Benefit,23,16,NA,NA,NA,NA
33,33,Surface,The First Time,40,5,NA,NA,NA,NA
34,34,Johnny Gill,Fairweather Friend,38,7,NA,NA,NA,NA
35,35,Nelson,After The Rain,41,5,NA,NA,NA,NA
36,1,Maxi Priest,Close To You,30,23,NA,NA,NA,NA
37,37,Billy Joel,And So It Goes,39,7,NA,NA,NA,NA
38,6,After 7,Can't Stop,32,19,NA,NA,NA,NA
39,39,The Outfield ,For You,45,5,NA,NA,NA,NA
40,1,Janet Jackson,Black Cat,25,12,NA,NA,NA,NA
41,41,Cathy Dennis,Just Another Dream,47,6,NA,NA,NA,NA
42,42, Elisa Fiorillo,On The Way Up,43,10,NA,NA,NA,NA
43,27,David Cassidy,Lyin' To Myself,27,11,NA,NA,NA,NA
44,44,Phil Collins,Hang In Long Enough,46,4,NA,NA,NA,NA
45,10,Warrant,Cherry Pie,34,13,NA,NA,NA,NA
46,46,Will To Power,I'm Not In Love ,52,3,NA,NA,NA,NA
47,47,C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),58,3,NA,NA,NA,NA
48,19,Concrete Blonde,Joey,37,16,NA,NA,NA,NA
49,49,Debbie Gibson,Anything Is Possible,55,3,NA,NA,NA,NA
