rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,"End Of The Road (From ""Boomerang"")",NA,NA,7,NA,7WEEKS AT NO. 1,11WEEKS ON CHART
2,2,Patty Smyth With Don Henley,Sometimes Love Just Ain't Enough,6,7,NA,NA,NA,NA
3,2,TLC,Baby-Baby-Baby,2,17,NA,NA,NA,NA
4,3,Bobby Brown,Humpin' Around,3,8,NA,NA,NA,NA
5,3,Guns N' Roses,November Rain,5,14,NA,NA,NA,NA
6,4,Shakespear's Sister,Stay,4,13,NA,NA,NA,NA
7,7,House Of Pain,Jump Around,7,14,NA,NA,NA,NA
8,5,Jon Secada,Just Another Day,8,24,NA,NA,NA,NA
9,9,Hi-Five,She's Playing Hard To Get,10,9,NA,NA,NA,NA
10,10,K.W.S.,Please Don't Go,12,15,NA,NA,NA,NA
11,9,Elton John,The One,9,14,NA,NA,NA,NA
12,12,Bryan Adams ,Do I Have To Say The Words?,17,9,NA,NA,NA,NA
13,6,En Vogue,Giving Him Something He Can Feel,11,17,NA,NA,NA,NA
14,14,Arrested Development,People Everyday,19,7,NA,NA,NA,NA
15,6, Technotronic Featuring Ya Kid K,Move This,13,16,NA,NA,NA,NA
16,15,Toad The Wet Sprocket,All I Want,18,14,NA,NA,NA,NA
17,1,Sir Mix-A-Lot,Baby Got Back,14,25,NA,NA,NA,NA
18,18,Def Leppard,Have You Ever Needed Someone So Bad,21,6,NA,NA,NA,NA
19,6,Tom Cochrane,Life Is A Highway,16,20,NA,NA,NA,NA
20,20,Firehouse,When I Look Into Your Eyes,20,7,NA,NA,NA,NA
21,21,Jade,"I Wanna Love You (From ""Class Act"")",22,12,NA,NA,NA,NA
22,1,Madonna,This Used To Be My Playground,15,13,NA,NA,NA,NA
23,23,Genesis,Jesus He Knows Me,23,9,NA,NA,NA,NA
24,NA,Color Me Badd,"Forever Love (From ""Mo' Money"")",NA,NA,NA,NA,NA,NA
25,25, En Vogue,Free Your Mind,45,3,NA,NA,NA,NA
26,26,N2Deep,Back To The Hotel,26,12,NA,NA,NA,NA
27,11,Jodeci,Come & Talk To Me,24,26,NA,NA,NA,NA
28,28,Charles & Eddie,Would I Lie To You?,31,6,NA,NA,NA,NA
29,29,P.M. Dawn,"I'd Die Without You (From ""Boomerang"")",50,3,NA,NA,NA,NA
30,4,Billy Ray Cyrus,Achy Breaky Heart,25,21,NA,NA,NA,NA
31,31,Celine Dion,Nothing Broken But My Heart,33,9,NA,NA,NA,NA
32,32,INXS,Not Enough Time,32,6,NA,NA,NA,NA
33,15,CeCe Peniston,Keep On Walkin',27,19,NA,NA,NA,NA
34,34,Snap! ,Rhythm Is A Dancer,39,7,NA,NA,NA,NA
35,35,Del Amitri,Always The Last To Know,41,7,NA,NA,NA,NA
36,30,Wilson Phillips,Give It Up,30,8,NA,NA,NA,NA
37,37,Mary J. Blige,Real Love,46,5,NA,NA,NA,NA
38,38,The Soup Dragons,Divine Thing,38,8,NA,NA,NA,NA
39,10,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,The Best Things In Life Are Free,28,18,NA,NA,NA,NA
40,29,Babyface (Featuring Toni Braxton) ,"Give U My Heart (From ""Boomerang"")",29,10,NA,NA,NA,NA
41,35,Peter Cetera,Restless Heart,37,12,NA,NA,NA,NA
42,42,TLC,What About Your Friends,58,4,NA,NA,NA,NA
43,43,k.d. lang,Constant Craving,52,9,NA,NA,NA,NA
44,2,Red Hot Chili Peppers,Under The Bridge,36,26,NA,NA,NA,NA
45,45,Cathy Dennis,You Lied To Me,56,4,NA,NA,NA,NA
46,20,Richard Marx,Take This Heart,35,16,NA,NA,NA,NA
47,47,After 7,Kickin' It,53,7,NA,NA,NA,NA
48,48,R. Kelly & Public Announcement,Slow Dance (Hey Mr. DJ),51,6,NA,NA,NA,NA
49,49,Annie Lennox,Walking On Broken Glass,65,4,NA,NA,NA,NA
50,2,En Vogue,My Lovin' (You're Never Gonna Get It),48,28,NA,NA,NA,NA
51,42,EPMD,Crossover ,43,10,NA,NA,NA,NA
52,29,Mary J. Blige,"You Remind Me (From ""Strictly Business"")",42,15,NA,NA,NA,NA
53,13,Kris Kross,Warm It Up,34,17,NA,NA,NA,NA
54,18,The Cure,Friday I'm In Love,40,16,NA,NA,NA,NA
55,37,Rozalla,Everybody's Free (To Feel Good),47,14,NA,NA,NA,NA
56,53,The Movement,Jump!,57,8,NA,NA,NA,NA
57,32,U2,Even Better Than The Real Thing,44,12,NA,NA,NA,NA
58,9,The Cover Girls,Wishing On A Star,54,18,NA,NA,NA,NA
59,59,George LaMond,Where Does That Leave Love,63,8,NA,NA,NA,NA
60,60,Al B. Sure!,Right Now,62,5,NA,NA,NA,NA
61,61,David Sanborn ,Bang Bang,68,5,NA,NA,NA,NA
62,50,Brooks & Dunn,Boot Scootin' Boogie,60,10,NA,NA,NA,NA
63,49,2 Unlimited,Twilight Zone,61,16,NA,NA,NA,NA
64,60, AB Logic,The Hitman,64,9,NA,NA,NA,NA
65,10,George Michael,Too Funky,55,16,NA,NA,NA,NA
66,66,Swing Out Sister,Am I The Same Girl,70,3,NA,NA,NA,NA
67,67,Bad Company,How About That,74,3,NA,NA,NA,NA
68,68,Saigon Kick,Love Is On The Way,75,4,NA,NA,NA,NA
69,69,Michael W. Smith,I Will Be Here For You,81,2,NA,NA,NA,NA
70,1,Mariah Carey,I'll Be There,69,18,NA,NA,NA,NA
71,48,A.L.T. And The Lost Civilization,Tequila,67,12,NA,NA,NA,NA
72,72,Voices,"Yeah, Yeah, Yeah!",76,4,NA,NA,NA,NA
73,26,Michael Jackson,Jam,59,12,NA,NA,NA,NA
74,67,Lil Suzy,Take Me In Your Arms,73,13,NA,NA,NA,NA
75,75,The Cover Girls,Thank You,83,5,NA,NA,NA,NA
76,76,Jude Cole,Start The Car,82,3,NA,NA,NA,NA
77,69,Slaughter,Real Love,71,6,NA,NA,NA,NA
78,40,Shabba Ranks,"Mr. Loverman (From ""Deep Cover"")",72,16,NA,NA,NA,NA
79,79,Rhythm Syndicate,"I Wanna Make Love To You (From ""Innocent Blood"")",92,3,NA,NA,NA,NA
80,80,The Black Crowes,Thorn In My Pride,87,4,NA,NA,NA,NA
81,NA, Jon Secada,Do You Believe In Us,NA,NA,NA,NA,NA,NA
82,82,2 Unlimited,Get Ready For This,97,2,NA,NA,NA,NA
83,NA,Marky Mark & The Funky Bunch,You Gotta Believe,NA,NA,NA,NA,NA,NA
84,84,Ephraim Lewis,Drowning In Your Eyes,94,3,NA,NA,NA,NA
85,NA,Troop, Sweet November,NA,NA,NA,NA,NA,NA
