rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,George Michael/Elton John,Don't Let The Sun Go Down On Me,NA,NA,NA,3,3LAST WEEK,9WEEKS ON CHART
2,2,Shanice,I Love Your Smile,7,11,NA,NA,NA,NA
3,1,Color Me Badd ,All 4 Love,1,13,NA,NA,NA,NA
4,4,Prince And The N.P.G.,Diamonds And Pearls,6,9,NA,NA,NA,NA
5,2,Mariah Carey,Can't Let Go,2,12,NA,NA,NA,NA
6,6,Right Said Fred,I'm Too Sexy,10,7,NA,NA,NA,NA
7,5,CeCe Peniston,Finally,5,19,NA,NA,NA,NA
8,6,Nirvana,Smells Like Teen Spirit,8,9,NA,NA,NA,NA
9,1,Michael Jackson,Black Or White,4,11,NA,NA,NA,NA
10,10,Tevin Campbell, Tell Me What You Want Me To Do,12,13,NA,NA,NA,NA
11,9,U2,Mysterious Ways,9,11,NA,NA,NA,NA
12,12,Karyn White,The Way I Feel About You,14,10,NA,NA,NA,NA
13,5,M.C. Hammer,2 Legit 2 Quit,11,13,NA,NA,NA,NA
14,14,Mr. Big,To Be With You,23,7,NA,NA,NA,NA
15,12,Genesis,No Son Of Mine,13,14,NA,NA,NA,NA
16,7,M.C. Hammer,Addams Groove,16,9,NA,NA,NA,NA
17,2,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,15,20,NA,NA,NA,NA
18,1,P.M. Dawn,Set Adrift On Memory Bliss,17,16,NA,NA,NA,NA
19,19,Keith Sweat,Keep It Comin',19,10,NA,NA,NA,NA
20,20,Michael Jackson,Remember The Time,53,2,NA,NA,NA,NA
21,21,Bonnie Raitt,I Can't Make You Love Me,29,11,NA,NA,NA,NA
22,22,Amy Grant,Good For Me ,32,3,NA,NA,NA,NA
23,10,Marky Mark & The Funky Bunch,Wildside,18,13,NA,NA,NA,NA
24,20,Rod Stewart,Broken Arrow,20,16,NA,NA,NA,NA
25,25,Paula Abdul ,Vibeology,45,3,NA,NA,NA,NA
26,26,The Storm,I've Got A Lot To Learn About Love,28,15,NA,NA,NA,NA
27,26,Stacy Earl,Love Me All Up,26,12,NA,NA,NA,NA
28,7,Amy Grant,That's What Love Is For,21,19,NA,NA,NA,NA
29,29,Boyz II Men,Uhh Ahh,30,8,NA,NA,NA,NA
