rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",NA,NA,NA,2,2LAST WEEK ,4WEEKS ON CHART
2,1,Michael Jackson,You Are Not Alone,1,2,NA,NA,NA,NA
3,1,Seal,Kiss From A Rose,3,12,NA,NA,NA,NA
4,1,TLC,Waterfalls,4,14,NA,NA,NA,NA
5,3, Shaggy,Boombastic/In The Summertime,5,17,NA,NA,NA,NA
6,5,All-4-One,I Can Love You Like That,6,13,NA,NA,NA,NA
7,4,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",7,12,NA,NA,NA,NA
8,8,Hootie & The Blowfish,Only Wanna Be With You,10,6,NA,NA,NA,NA
9,8,Blues Traveler,Run-Around,8,25,NA,NA,NA,NA
10,10,Luniz,I Got 5 On It,11,14,NA,NA,NA,NA
11,7,MoKenStef,He's Mine,9,13,NA,NA,NA,NA
12,2,Monica,Don't Take It Personal (Just One Of Dem Days),12,20,NA,NA,NA,NA
13,13,Skee-Lo,I Wish,15,20,NA,NA,NA,NA
14,14,Bone Thugs-N-Harmony,1st Of Tha Month,17,3,NA,NA,NA,NA
15,13,Junior M.A.F.I.A.,Player's Anthem,16,8,NA,NA,NA,NA
16,2, The Notorious B.I.G.,One More Chance/Stay With Me,14,12,NA,NA,NA,NA
17,13,Redman/Method Man,"How High (From ""The Show"")",13,3,NA,NA,NA,NA
18,18,Sophie B. Hawkins,As I Lay Me Down,22,15,NA,NA,NA,NA
19,2,Boyz II Men ,Water Runs Dry,18,20,NA,NA,NA,NA
20,10,Jon B. Featuring Babyface,Someone To Love,19,20,NA,NA,NA,NA
21,20,Collective Soul,December,20,18,NA,NA,NA,NA
22,21,Montell Jordan,Somethin' 4 Da Honeyz,21,5,NA,NA,NA,NA
23,23,Del Amitri,Roll To Me,29,10,NA,NA,NA,NA
24,13,Diana King,"Shy Guy (From ""Bad Boys"")",23,24,NA,NA,NA,NA
25,24,Faith Evans,You Used To Love Me,25,11,NA,NA,NA,NA
26,26,Natalie Merchant,Carnival,33,6,NA,NA,NA,NA
27,14,Jodeci,Freek'n You,24,13,NA,NA,NA,NA
28,17,Soul For Real,Every Little Thing I Do,26,19,NA,NA,NA,NA
29,9,Hootie & The Blowfish,Let Her Cry,27,27,NA,NA,NA,NA
30,30,Take That,Back For Good,37,5,NA,NA,NA,NA
31,31,AZ,Sugar Hill,31,9,NA,NA,NA,NA
32,27,D'Angelo,Brown Sugar,32,11,NA,NA,NA,NA
33,33,Tim McGraw,"I Like It, I Love It",44,3,NA,NA,NA,NA
34,19,Real McCoy,Come And Get Your Love,30,14,NA,NA,NA,NA
35,2,Nicki French,Total Eclipse Of The Heart,28,24,NA,NA,NA,NA
36,36,Sheryl Crow,Can't Cry Anymore,36,10,NA,NA,NA,NA
37,NA,Brandy,Brokenhearted,NA,NA,NA,NA,NA,NA
38,38,Michael Bolton,Can I Touch You...There?,50,2,NA,NA,NA,NA
39,30,Better Than Ezra ,Good,38,11,NA,NA,NA,NA
40,40,After 7,'Til You Do Me Right,40,10,NA,NA,NA,NA
41,1,Bryan Adams,Have You Ever Really Loved A Woman?,34,22,NA,NA,NA,NA
42,4,Dionne Farris,I Know ,43,33,NA,NA,NA,NA
43,43,Groove Theory,Tell Me,53,3,NA,NA,NA,NA
44,17,Naughty By Nature,Feel Me Flow,35,14,NA,NA,NA,NA
45,14, Bon Jovi,This Ain't A Love Song,39,14,NA,NA,NA,NA
46,46,Fun Factory,I Wanna B With U,47,8,NA,NA,NA,NA
47,8,Blessid Union Of Souls,I Believe,45,30,NA,NA,NA,NA
48,1,Montell Jordan,This Is How We Do It,49,29,NA,NA,NA,NA
49,49,Blessid Union Of Souls,Let Me Be The One,52,6,NA,NA,NA,NA
50,16,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",41,12,NA,NA,NA,NA
51,51, Bush,Comedown,57,2,NA,NA,NA,NA
52,34,Brandy,Best Friend,51,15,NA,NA,NA,NA
53,31,Shania Twain,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,42,16,NA,NA,NA,NA
54,32,Xscape,Feels So Good,48,12,NA,NA,NA,NA
55,55,Jon B,Pretty Girl,63,2,NA,NA,NA,NA
56,49,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind),55,11,NA,NA,NA,NA
57,57,Bruce Hornsby,Walk In The Sun,58,3,NA,NA,NA,NA
58,20,Soul Asylum,Misery,54,11,NA,NA,NA,NA
59,59,Los Del Rio,Macarena (Bayside Boys Mix),70,2,NA,NA,NA,NA
60,45,Chris Isaak,Somebody's Crying,56,14,NA,NA,NA,NA
61,3,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,59,19,NA,NA,NA,NA
62,62,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),71,4,NA,NA,NA,NA
63,63,Solo,Heaven,72,5,NA,NA,NA,NA
64,64,Deep Blue Something,Breakfast At Tiffany's,74,4,NA,NA,NA,NA
65,65,Boyz II Men,Vibin',65,2,NA,NA,NA,NA
66,54,Brownstone,I Can't Tell You Why,62,9,NA,NA,NA,NA
