rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Cher,Believe,NA,NA,4,NA,4WEEKS AT NO. 1,16WEEKS ON CHART
2,2,Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel,2,15,NA,NA,NA,NA
3,3,Sugar Ray,Every Morning,7,13,NA,NA,NA,NA
4,4,Busta Rhymes Featuring Janet,What's It Gonna Be?!,8,4,NA,NA,NA,NA
5,4,Mariah Carey,I Still Believe,4,9,NA,NA,NA,NA
6,5,Sixpence None The Richer,Kiss Me,5,9,NA,NA,NA,NA
7,1,Monica,Angel Of Mine,3,18,NA,NA,NA,NA
8,6,TLC,No Scrubs,6,7,NA,NA,NA,NA
9,9,Faith Evans Featuring Puff Daddy,All Night Long,11,9,NA,NA,NA,NA
10,5,Backstreet Boys,All I Have To Give,9,10,NA,NA,NA,NA
11,11,Joey McIntyre,Stay The Same,14,6,NA,NA,NA,NA
12,4,Sarah McLachlan,Angel,10,18,NA,NA,NA,NA
13,8,Goo Goo Dolls,Slide,12,18,NA,NA,NA,NA
14,1,Britney Spears,...Baby One More Time,13,20,NA,NA,NA,NA
15,15,Silk,If You (Lovin' Me),16,4,NA,NA,NA,NA
16,16,Shanice,When I Close My Eyes,91,2,NA,NA,NA,NA
17,17,B*Witched,C'est La Vie,25,7,NA,NA,NA,NA
18,15,JAY-Z,Hard Knock Life (Ghetto Anthem),15,19,NA,NA,NA,NA
19,19,Savage Garden,The Animal Song,22,4,NA,NA,NA,NA
20,20,Tyrese,Sweet Lady,27,11,NA,NA,NA,NA
21,18,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,21,5,NA,NA,NA,NA
22,10,Jesse Powell,You,20,7,NA,NA,NA,NA
23,1,Brandy,Have You Ever?,19,18,NA,NA,NA,NA
24,8,'N Sync,(God Must Have Spent) A Little More Time On You,18,18,NA,NA,NA,NA
25,5,Eagle-Eye Cherry,Save Tonight,24,18,NA,NA,NA,NA
26,16,Keith Sweat,I'm Not Ready,23,4,NA,NA,NA,NA
27,22,Lauryn Hill,Ex-Factor,26,13,NA,NA,NA,NA
28,2,Deborah Cox,Nobody's Supposed To Be Here,17,27,NA,NA,NA,NA
29,28,Lenny Kravitz,Fly Away,28,18,NA,NA,NA,NA
30,30,Everlast,What It's Like,30,16,NA,NA,NA,NA
31,29,matchbox 20,Back 2 Good,31,15,NA,NA,NA,NA
32,27,Kenny Chesney,How Forever Feels,29,9,NA,NA,NA,NA
33,10,Case & Joe,Faded Pictures,32,15,NA,NA,NA,NA
34,34,Vengaboys,We Like To Party!,37,8,NA,NA,NA,NA
35,17,Will Smith,Miami,33,18,NA,NA,NA,NA
36,36,Eminem,My Name Is,36,6,NA,NA,NA,NA
37,22,R. Kelly,When A Woman's Fed Up,34,15,NA,NA,NA,NA
38,5,Third Eye Blind,Jumper,35,18,NA,NA,NA,NA
39,39,The Roots Featuring Erykah Badu,You Got Me,42,8,NA,NA,NA,NA
40,29,Elton John & LeAnn Rimes,Written In The Stars,38,4,NA,NA,NA,NA
41,38,George Strait,Meanwhile,40,11,NA,NA,NA,NA
42,19,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,43,27,NA,NA,NA,NA
43,34,Dixie Chicks,You Were Mine,39,11,NA,NA,NA,NA
44,44,Lee Ann Womack,I'll Think Of A Reason Later,46,6,NA,NA,NA,NA
45,45,Chad Brock,Ordinary Life,48,7,NA,NA,NA,NA
46,17,Mark Chesnutt,I Don't Want To Miss A Thing,41,16,NA,NA,NA,NA
47,1,R. Kelly & Celine Dion,I'm Your Angel,45,18,NA,NA,NA,NA
48,7,Shawn Mullins,Lullaby,44,18,NA,NA,NA,NA
49,49, Ginuwine,What's So Different,52,7,NA,NA,NA,NA
50,1,Lauryn Hill,Doo Wop (That Thing),47,21,NA,NA,NA,NA
51,51,BLACKstreet With Janet,Girlfriend/Boyfriend,55,4,NA,NA,NA,NA
52,52,Baz Luhrmann,Everybody's Free (To Wear Sunscreen),61,2,NA,NA,NA,NA
53,51,Brooks & Dunn,I Can't Get Over You,51,8,NA,NA,NA,NA
54,54,112 Featuring Lil'z,Anywhere,70,3,NA,NA,NA,NA
55,55,Mya,My First Night With You,66,3,NA,NA,NA,NA
56,46,Billy Ray Cyrus,Busy Man,49,11,NA,NA,NA,NA
57,50,Trisha Yearwood,Powerful Thing,50,11,NA,NA,NA,NA
58,56,Mark Wills,Wish You Were Here,56,5,NA,NA,NA,NA
59,59,Sawyer Brown,Drive Me Wild,59,6,NA,NA,NA,NA
60,60,98 Degrees,The Hardest Thing,79,2,NA,NA,NA,NA
61,61,Fatboy Slim,Praise You ,64,4,NA,NA,NA,NA
62,62,Trick Daddy Featuring Trina,Nann,75,4,NA,NA,NA,NA
63,63,Alan Jackson,Gone Crazy,63,4,NA,NA,NA,NA
64,11,Gerald Levert,Taking Everything,53,10,NA,NA,NA,NA
65,34,Jo Dee Messina,Stand Beside Me,57,17,NA,NA,NA,NA
66,66,Eric Benet Featuring Faith Evans,Georgy Porgy,71,3,NA,NA,NA,NA
67,67,Orgy,Blue Monday,72,6,NA,NA,NA,NA
68,NA,Divine,One More Try,NA,NA,NA,NA,NA,NA
69,36,Diamond Rio,Unbelievable,58,16,NA,NA,NA,NA
70,70, Creed,One,77,6,NA,NA,NA,NA
71,68,Faith Hill,Love Ain't Like That,68,5,NA,NA,NA,NA
72,72,Collin Raye,Anyone Else,74,4,NA,NA,NA,NA
73,73,Collective Soul,Heavy ,80,5,NA,NA,NA,NA
74,37,Sara Evans,No Place That Far,60,17,NA,NA,NA,NA
75,33,John Michael Montgomery,Hold On To Me,67,18,NA,NA,NA,NA
76,76, Ty Herndon,Hands Of A Working Man,85,3,NA,NA,NA,NA
77,36,New Radicals,You Get What You Give,62,18,NA,NA,NA,NA
78,76,Collective Soul,Run,76,4,NA,NA,NA,NA
79,79,Andy Griggs,You Won't Ever Be Lonely,92,2,NA,NA,NA,NA
80,15,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,69,20,NA,NA,NA,NA
81,81,Montgomery Gentry,Hillbilly Shoes,97,2,NA,NA,NA,NA
82,82,K-Ci & JoJo,Life,94,3,NA,NA,NA,NA
83,59,Shania Twain,That Don't Impress Me Much,NA,9,NA,NA,NA,NA
84,75,Dave Matthews Band,Crush,84,8,NA,NA,NA,NA
85,62,Snoop Dogg Featuring Mystikal And Fiend,Woof,82,10,NA,NA,NA,NA
86,NA,Raphael Saadiq & Q-Tip,Get Involved,NA,NA,NA,NA,NA,NA
87,86,Nas,Nas Is Like,86,3,NA,NA,NA,NA
88,32,2Pac,Changes,81,18,NA,NA,NA,NA
89,NA,Steve Wariner,Two Teardrops,NA,NA,NA,NA,NA,NA
90,88,Garbage,Special,88,2,NA,NA,NA,NA
