rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Bone Thugs-N-Harmony,Tha Crossroads,NA,NA,8,NA,8WEEKS AT NO. 1,9WEEKS ON CHART
2,2,Toni Braxton,You're Makin' Me High/Let It Flow,2,5,NA,NA,NA,NA
3,3,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,4,4,NA,NA,NA,NA
4,3,Tracy Chapman,Give Me One Reason,3,14,NA,NA,NA,NA
5,5,Los Del Rio,Macarena (Bayside Boys Mix),8,29,NA,NA,NA,NA
6,1,Mariah Carey,Always Be My Baby,5,14,NA,NA,NA,NA
7,1,Celine Dion,"Because You Loved Me (From ""Up Close & Personal"")",6,18,NA,NA,NA,NA
8,7,Adam Clayton & Larry Mullen,"Theme From Mission: Impossible (From ""Mission: Impossible"")",7,9,NA,NA,NA,NA
9,9,Monica,Why I Love You So Much/Ain't Nobody,12,5,NA,NA,NA,NA
10,2,The Tony Rich Project,Nobody Knows,9,30,NA,NA,NA,NA
11,4,Alanis Morissette,Ironic,10,17,NA,NA,NA,NA
12,8,George Michael,Fastlove,13,9,NA,NA,NA,NA
13,13,Keith Sweat, Twisted,21,3,NA,NA,NA,NA
14,14,Quad City DJ's,C'mon N' Ride It (The Train),15,17,NA,NA,NA,NA
15,15,Total,Kissin' You,16,10,NA,NA,NA,NA
16,5,SWV,You're The One,11,12,NA,NA,NA,NA
17,12,Jann Arden,"Insensitive (From ""Bed Of Roses"")",17,22,NA,NA,NA,NA
18,18,Jewel,Who Will Save Your Soul,19,6,NA,NA,NA,NA
19,14,Case Featuring Foxxy Brown,"Touch Me Tease Me (From ""The Nutty Professor"")",14,9,NA,NA,NA,NA
20,20,Crucial Conflict,Hay,22,9,NA,NA,NA,NA
21,13,La Bouche,Sweet Dreams,18,15,NA,NA,NA,NA
22,9,Gin Blossoms,Follow You Down/Til I Hear It From You,20,22,NA,NA,NA,NA
23,21,Color Me Badd,"The Earth, The Sun, The Rain",23,10,NA,NA,NA,NA
24,24,Robert Miles,Children,24,9,NA,NA,NA,NA
25,22,Jodeci,Get On Up,26,8,NA,NA,NA,NA
26,26,LeAnn Rimes,Blue,33,3,NA,NA,NA,NA
27,27,112 Featuring The Notorious B.I.G.,Only You,28,6,NA,NA,NA,NA
28,10,Metallica,Until It Sleeps,25,5,NA,NA,NA,NA
29,29,Coolio,"It's All The Way Live (Now) (From ""Eddie"")",29,6,NA,NA,NA,NA
30,30,Montell Jordan Featuring Slick Rick,"I Like (From ""The Nutty Professor"")",44,2,NA,NA,NA,NA
