rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,NA,NA,8,NA,8WEEKS AT NO. 1,8WEEKS ON CHART
2,2,Usher,You Make Me Wanna...,2,15,NA,NA,NA,NA
3,3,LeAnn Rimes,How Do I Live,3,24,NA,NA,NA,NA
4,4,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,6,14,NA,NA,NA,NA
5,5, LSG,My Body,5,5,NA,NA,NA,NA
6,6,Chumbawamba,Tubthumping,8,12,NA,NA,NA,NA
7,7,Robyn,Show Me Love,13,3,NA,NA,NA,NA
8,1,Boyz II Men,4 Seasons Of Loneliness,7,10,NA,NA,NA,NA
9,4,Allure Featuring 112,All Cried Out,4,14,NA,NA,NA,NA
10,10,Mase,Feel So Good,10,5,NA,NA,NA,NA
11,2,Jewel,Foolish Games/You Were Meant For Me,11,53,NA,NA,NA,NA
12,12,Paula Cole,I Don't Want To Wait,15,5,NA,NA,NA,NA
13,9,Aaliyah ,The One I Gave My Heart To,9,9,NA,NA,NA,NA
14,12,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,12,7,NA,NA,NA,NA
15,NA,Hanson,I Will Come To You,NA,NA,NA,NA,NA,NA
16,2,Backstreet Boys,Quit Playing Games (With My Heart),14,23,NA,NA,NA,NA
17,17,Next,Butta Love,17,13,NA,NA,NA,NA
18,18,Spice Girls,Spice Up Your Life,19,4,NA,NA,NA,NA
19,4,Third Eye Blind,Semi-Charmed Life,18,22,NA,NA,NA,NA
20,16,Total,What About Us,16,14,NA,NA,NA,NA
21,21, Fiona Apple,Criminal,22,9,NA,NA,NA,NA
22,11,Sister Hazel,All For You,20,21,NA,NA,NA,NA
23,13,Sarah McLachlan,Building A Mystery,21,13,NA,NA,NA,NA
24,1,The Notorious B.I.G. Featuring Puff Daddy & Mase, Mo Money Mo Problems,24,18,NA,NA,NA,NA
25,1,Mariah Carey,Honey,23,12,NA,NA,NA,NA
26,26,Lisa Loeb,I Do,31,5,NA,NA,NA,NA
27,27,Bone Thugs-N-Harmony ,If I Could Teach The World,27,7,NA,NA,NA,NA
28,12,98 Degrees,Invisible Man,25,21,NA,NA,NA,NA
29,1,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,26,25,NA,NA,NA,NA
30,4,Spice Girls,2 Become 1,28,16,NA,NA,NA,NA
31,NA,Metallica,The Memory Remains,NA,NA,NA,NA,NA,NA
32,23,Milestone,I Care 'Bout You,29,14,NA,NA,NA,NA
33,24,Mary J. Blige,Everything,32,10,NA,NA,NA,NA
34,25,Master P Featuring Pimp C And The Shocker,I Miss My Homies,30,13,NA,NA,NA,NA
