rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Madonna,Vogue,NA,NA,3,NA,3WEEKS AT NO. 1,8WEEKS ON CHART ,NA
2,2,Heart,All I Wanna Do Is Make Love To You,2,10,NA,NA,NA,NA,heart-2lh-53x53.jpg
3,3,Wilson Phillips,Hold On,4,12,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
4,4,Janet Jackson,Alright,5,9,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
5,5,Bell Biv DeVoe ,Poison,6,9,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
6,6,Roxette,"It Must Have Been Love (From ""Pretty Woman"")",8,9,NA,NA,NA,NA,roxette-cd8-53x53.jpg
7,1,Sinead O'Connor,Nothing Compares 2 U,3,12,NA,NA,NA,NA,sinead-oconnor-kzg-53x53.jpg
8,5,Linear,Sending All My Love,7,16,NA,NA,NA,NA,linear-2w1-53x53.jpg
9,9,M.C. Hammer,U Can't Touch This,9,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
10,10,Perfect Gentlemen,Ooh La La (I Can't Get Over You),11,8,NA,NA,NA,NA,perfect-gentlemen-vqj-53x53.jpg
11,11,Digital Underground,The Humpty Dance,12,12,NA,NA,NA,NA,digital-underground-xf6-53x53.jpg
12,12,After 7,Ready Or Not,15,10,NA,NA,NA,NA,after-7-zay-53x53.jpg
13,13,Partners In Kryme,Turtle Power,16,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
14,14,En Vogue,Hold On,18,5,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
15,15, Phil Collins,Do You Remember?,21,6,NA,NA,NA,NA,phil-collins-53x53.jpg
16,16,New Kids On The Block,Step By Step,27,2,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
17,17,Expose,Your Baby Never Looked Good In Blue,17,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
18,10,Rod Stewart With Ronald Isley,This Old Heart Of Mine,10,11,NA,NA,NA,NA,rod-stewart-ao5-53x53.jpg
19,2,Calloway,I Wanna Be Rich,13,17,NA,NA,NA,NA,calloway-4yt-53x53.jpg
20,20,Jude Cole,"Baby, It's Tonight",22,8,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
21,21,Taylor Dayne,I'll Be Your Shelter,25,5,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
22,22,Richard Marx,Children Of The Night,24,6,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
23,23,Giant,I'll See You In My Dreams,26,11,NA,NA,NA,NA,giant-2ay-53x53.jpg
24,24,Johnny Gill,Rub You The Right Way,35,4,NA,NA,NA,NA,johnny-gill-53x53.jpg
25,13,Sweet Sensation,Love Child,14,12,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
26,26,Glenn Medeiros Featuring Bobby Brown,She Ain't Worth It,38,3,NA,NA,NA,NA,glenn-medeiros-jqh-53x53.jpg
27,27,Depeche Mode,Enjoy The Silence,34,8,NA,NA,NA,NA,depeche-mode-53x53.jpg
28,28,Louie Louie,Sittin' In The Lap Of Luxury,37,6,NA,NA,NA,NA,louie-louie-a0d-53x53.jpg
29,29,Basia,Cruising For Bruising,31,9,NA,NA,NA,NA,basia-q0s-53x53.jpg
30,30, The B-52s,Deadbeat Club,36,7,NA,NA,NA,NA,the-b52s-53x53.jpg
31,31,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",47,5,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
