rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
32,9,Aerosmith,What It Takes,20,12,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
33,3,Michael Bolton,How Can We Be Lovers,19,14,NA,NA,NA,NA,michael-bolton-53x53.jpg
34,26,Salt-N-Pepa,Expression,29,13,NA,NA,NA,NA,salt-n-pepa-33c-53x53.jpg
35,35,Slaughter,Up All Night,42,6,NA,NA,NA,NA,slaughter-53x53.jpg
36,36,Michel'le,Nicety,40,8,NA,NA,NA,NA,michelle-53x53.jpg
37,2, Jane Child,Don't Wanna Fall In Love,23,17,NA,NA,NA,NA,jane-child-t4k-53x53.jpg
38,38,Whistle,Always And Forever,41,9,NA,NA,NA,NA,whistle-d5v-53x53.jpg
39,39,Tyler Collins,Girls Nite Out,46,6,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
40,40,Snap!,The Power,50,4,NA,NA,NA,NA,snap-71d-53x53.jpg
41,28,Faster Pussycat,House Of Pain,33,15,NA,NA,NA,NA,faster-pussycat-ltc-53x53.jpg
42,42,Nikki,Notice Me,45,6,NA,NA,NA,NA,nikki-49e-53x53.jpg
43,3,Lisa Stansfield,All Around The World,30,18,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
44,44,Brent Bourgeois,Dare To Fall In Love ,48,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
45,45,Elton John,Club At The End Of The Street,55,6,NA,NA,NA,NA,elton-john-qls-53x53.jpg
46,17,Adam Ant,Room At The Top,28,13,NA,NA,NA,NA,adam-ant-cr8-53x53.jpg
47,6,Babyface,Whip Appeal,32,15,NA,NA,NA,NA,babyface-qq8-53x53.jpg
48,38,Electronic,Getting Away With It,39,10,NA,NA,NA,NA,electronic-f2h-53x53.jpg
49,49,Mellow Man Ace,Mentirosa,61,4,NA,NA,NA,NA,mellow-man-ace-p6r-53x53.jpg
50,50,Michael Bolton,When I'm Back On My Feet Again,74,2,NA,NA,NA,NA,michael-bolton-53x53.jpg
51,51,Alannah Myles,Love Is,56,5,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
52,52,L.A. Guns,The Ballad Of Jayne,57,9,NA,NA,NA,NA,la-guns-3yt-53x53.jpg
53,53,Michael Penn,This & That,53,6,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
54,54,Tommy Page,When I Dream Of You,65,4,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
55,55,George LaMond ,Bad Of The Heart,70,4,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
56,1,Tommy Page,I'll Be Your Everything,44,16,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
57,57,Billy Joel,"The Downeaster ""Alexa""",62,5,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
58,58,Young And Restless,"""B"" Girls",60,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
59,59, Lisa Stansfield,You Can't Deny It,81,2,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
60,60,Del Amitri,Kiss This Thing Goodbye,73,3,NA,NA,NA,NA,del-amitri-qqt-53x53.jpg
61,8,Motley Crue,Without You,43,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
62,62, Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",78,3,NA,NA,NA,NA,go-west-kjg-53x53.jpg
63,6,Luther Vandross,Here And Now,52,24,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
64,60,Damn Yankees,Coming Of Age,63,7,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
65,21,Don Henley,The Heart Of The Matter,54,16,NA,NA,NA,NA,don-henley-53x53.jpg
66,59,D-Mob With Cathy Dennis,That's The Way Of The World,59,6,NA,NA,NA,NA,d-mob-k40-53x53.jpg
67,24,The U-Krew,If U Were Mine,69,19,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
68,68,ZZ Top,"Doubleback (From ""Back To The Future Part III"")",76,3,NA,NA,NA,NA,zz-top-n4e-53x53.jpg
69,1,Alannah Myles,Black Velvet,51,22,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
70,9,Biz Markie,Just A Friend,58,20,NA,NA,NA,NA,biz-markie-684-53x53.jpg
71,40,Timmy T.,Time After Time,64,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
72,NA,Motley Crue,Don't Go Away Mad (Just Go Away),NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
73,NA,Mariah Carey,Vision Of Love,NA,NA,NA,NA,NA,NA,mariah-carey-tgq-53x53.jpg
74,33,Fleetwood Mac,Save Me,49,9,NA,NA,NA,NA,fleetwood-mac-53x53.jpg
75,49,The Cover Girls,All That Glitters Isn't Gold,66,9,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
76,54,Soul II Soul,Get A Life,71,8,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
77,77,Ana, Got To Tell Me Something,80,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
78,78,Linda Ronstadt (Featuring Aaron Neville),When Something Is Wrong With My Baby,85,4,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
79,79,Quincy Jones With Tevin Campbell,"Tomorrow (A Better You, Better Me)",88,2,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
80,80,Lightning Seeds,Pure,86,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
81,81,Howard Hewett,Show Me,84,2,NA,NA,NA,NA,howard-hewett-c9m-53x53.jpg
82,82,The Black Crowes,Jealous Again,82,4,NA,NA,NA,NA,the-black-crowes-53x53.jpg
83,1,Taylor Dayne,Love Will Lead You Back,67,19,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
84,77, Andrew Ridgeley,Shake,77,4,NA,NA,NA,NA,andrew-ridgeley-ehw-53x53.jpg
85,85,Joey Kid,Counting The Days,89,5,NA,NA,NA,NA,joey-kid-6lp-53x53.jpg
86,7,Technotronic,Get Up! (Before The Night Is Over),72,19,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
87,13,Seduction,Heartbeat,68,15,NA,NA,NA,NA,seduction-tw8-53x53.jpg
88,88,Alisha ,Bounce Back,95,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
89,NA,Tony Toni Tone,The Blues,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
90,NA,Jane Child,Welcome To The Real World,NA,NA,NA,NA,NA,NA,jane-child-t4k-53x53.jpg
91,NA,Keith Sweat,Make You Sweat,NA,NA,NA,NA,NA,NA,keith-sweat-53x53.jpg
92,71,The Cure,Pictures Of You,75,7,NA,NA,NA,NA,the-cure-53x53.jpg
93,92,Bonnie Raitt,Nick Of Time,92,3,NA,NA,NA,NA,bonnie-raitt-ae3-53x53.jpg
94,9,A'me Lorain,"Whole Wide World (From ""True Love"")",79,20,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
95,66,Bad English,Heaven Is A 4 Letter Word,93,8,NA,NA,NA,NA,bad-english-knp-53x53.jpg
96,NA,Whitesnake,Now You're Gone,NA,NA,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
97,81,Gorky Park,Try To Find Me,91,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
98,NA,Danger Danger,Bang Bang,NA,NA,NA,NA,NA,NA,danger-danger-nzq-53x53.jpg
99,31,Quincy Jones,The Secret Garden,87,13,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
100,7, Michel'le,No More Lies,83,29,NA,NA,NA,NA,michelle-53x53.jpg
