rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Janet Jackson,That's The Way Love Goes,NA,NA,3,NA,3WEEKS AT NO. 1,5WEEKS ON CHART
2,1,Silk,Freak Me,2,15,NA,NA,NA,NA
3,3,H-Town,Knockin' Da Boots,3,8,NA,NA,NA,NA
4,4,SWV,Weak,8,6,NA,NA,NA,NA
5,3,Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",4,19,NA,NA,NA,NA
6,6,P.M. Dawn,Looking Through Patient Eyes,7,11,NA,NA,NA,NA
7,6,SWV,I'm So Into You,6,17,NA,NA,NA,NA
8,2, Dr. Dre,"Nuthin' But A ""G"" Thang",5,18,NA,NA,NA,NA
9,4,Whitney Houston,I Have Nothing,9,14,NA,NA,NA,NA
10,4,Jade,Don't Walk Away,11,24,NA,NA,NA,NA
11,11,Rod Stewart,Have I Told You Lately,15,6,NA,NA,NA,NA
12,10,Paperboy, Ditty,12,24,NA,NA,NA,NA
13,13,Inner Circle,"Bad Boys (Theme From ""Cops"")",19,5,NA,NA,NA,NA
14,14,Robin S.,Show Me Love,21,9,NA,NA,NA,NA
15,15,Duran Duran,Come Undone,17,7,NA,NA,NA,NA
16,1,Snow,Informer,10,21,NA,NA,NA,NA
17,7,Spin Doctors,Two Princes,13,18,NA,NA,NA,NA
18,14,Michael Jackson,Who Is It ,14,8,NA,NA,NA,NA
19,19,Aerosmith,Livin' On The Edge,22,8,NA,NA,NA,NA
20,19,Joey Lawrence,Nothin' My Love Can't Fix,23,13,NA,NA,NA,NA
21,21,Expose,I'll Never Get Over You (Getting Over Me),29,10,NA,NA,NA,NA
22,18,Green Jelly,Three Little Pigs,18,10,NA,NA,NA,NA
23,23,Stereo MC's,Connected,25,10,NA,NA,NA,NA
24,18,Jon Secada,Angel,24,18,NA,NA,NA,NA
25,10,Shai,Comforter,20,19,NA,NA,NA,NA
26,8,Naughty By Nature,Hip Hop Hooray,26,18,NA,NA,NA,NA
27,15,Ice Cube,It Was A Good Day,16,13,NA,NA,NA,NA
28,28,Duice,Dazzey Duks,30,21,NA,NA,NA,NA
