rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Sisqo,Incomplete,NA,NA,NA,2,2LAST WEEK ,8WEEKS ON CHART
2,1,matchbox twenty,Bent,3,16,NA,NA,NA,NA
3,1,'N Sync,It's Gonna Be Me,1,15,NA,NA,NA,NA
4,4,Destiny's Child,"Jumpin', Jumpin'",6,14,NA,NA,NA,NA
5,1,Aaliyah,Try Again,5,22,NA,NA,NA,NA
6,4,Joe,I Wanna Know,7,33,NA,NA,NA,NA
7,1,Vertical Horizon,Everything You Want,4,30,NA,NA,NA,NA
8,6,Nine Days,Absolutely (Story Of A Girl),8,15,NA,NA,NA,NA
9,7,Creed,Higher,9,41,NA,NA,NA,NA
10,10,Janet,Doesn't Really Matter,10,9,NA,NA,NA,NA
11,11,LeAnn Rimes,I Need You,13,12,NA,NA,NA,NA
12,12,Ruff Endz,No More,15,7,NA,NA,NA,NA
13,2,Toni Braxton,He Wasn't Man Enough,11,22,NA,NA,NA,NA
14,11,Jagged Edge,Let's Get Married,14,15,NA,NA,NA,NA
15,13,BBMak,Back Here,16,16,NA,NA,NA,NA
16,7,P!nk,There You Go,12,24,NA,NA,NA,NA
17,17,Nelly,(Hot S**t) Country Grammar,17,16,NA,NA,NA,NA
18,18,3 Doors Down,Kryptonite,18,19,NA,NA,NA,NA
19,19,Sting Featuring Cheb Mami,Desert Rose,19,14,NA,NA,NA,NA
20,20,Next,Wifey,21,12,NA,NA,NA,NA
21,21,Jessica Simpson,I Think I'm In Love With You,23,7,NA,NA,NA,NA
22,2,Marc Anthony,You Sang To Me,20,25,NA,NA,NA,NA
23,2,Faith Hill,Breathe,22,41,NA,NA,NA,NA
24,24,Mandy Moore,I Wanna Be With You,28,9,NA,NA,NA,NA
25,25,Everclear,Wonderful,33,6,NA,NA,NA,NA
26,26,Da Brat Featuring Tyrese,What'Chu Like,31,11,NA,NA,NA,NA
27,23,Dr. Dre Featuring Snoop Dogg,The Next Episode,26,12,NA,NA,NA,NA
28,1,Enrique Iglesias,Be With You,24,20,NA,NA,NA,NA
29,3,Christina Aguilera,I Turn To You,25,18,NA,NA,NA,NA
30,30,Jo Dee Messina,That's The Way,38,8,NA,NA,NA,NA
31,23,Avant,Separated,27,16,NA,NA,NA,NA
32,32,Lara Fabian,I Will Love Again,36,10,NA,NA,NA,NA
33,32,Lee Ann Womack,I Hope You Dance,35,14,NA,NA,NA,NA
34,34,Lonestar,What About Now,37,10,NA,NA,NA,NA
35,18,Jay-Z Featuring UGK,Big Pimpin',29,17,NA,NA,NA,NA
36,1,Santana Featuring Rob Thomas,Smooth,39,55,NA,NA,NA,NA
37,30, Son By Four,Purest Of Pain (A Puro Dolor),32,19,NA,NA,NA,NA
38,38,Rascal Flatts,Prayin' For Daylight,41,15,NA,NA,NA,NA
39,39,Alan Jackson,It Must Be Love,44,8,NA,NA,NA,NA
40,5,Macy Gray,I Try ,34,26,NA,NA,NA,NA
41,NA,Madonna,Music,NA,NA,NA,NA,NA,NA
42,29,Donell Jones,Where I Wanna Be,40,17,NA,NA,NA,NA
43,43,SoulDecision Featuring Thrust,Faded,56,6,NA,NA,NA,NA
44,44,Billy Gilman,One Voice,55,9,NA,NA,NA,NA
45,1,Lonestar,Amazed,42,54,NA,NA,NA,NA
46,36,Lucy Pearl,Dance Tonight,43,13,NA,NA,NA,NA
47,47,Christina Aguilera,Come On Over Baby (All I Want Is You),57,2,NA,NA,NA,NA
48,48,Ideal Featuring Lil' Mo,Whatever,54,10,NA,NA,NA,NA
49,4,Eminem,The Real Slim Shady,30,15,NA,NA,NA,NA
50,50,Eric Heatherly,Flowers On The Wall,51,16,NA,NA,NA,NA
51,51,Toni Braxton,Just Be A Man About It,69,3,NA,NA,NA,NA
52,38,No Doubt,Simple Kind Of Life,48,7,NA,NA,NA,NA
53,22,Chad Brock,Yes!,50,19,NA,NA,NA,NA
54,52,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,52,9,NA,NA,NA,NA
55,55, Common,The Light,75,2,NA,NA,NA,NA
56,20,Westlife,Swear It Again,45,20,NA,NA,NA,NA
57,57,Lil' Zane Featuring 112,Callin' Me,89,3,NA,NA,NA,NA
58,58,Don Henley,Taking You Home,58,8,NA,NA,NA,NA
59,59,SHeDAISY,I Will...But,61,5,NA,NA,NA,NA
60,51,Reba McEntire,I'll Be,53,14,NA,NA,NA,NA
61,NA,Britney Spears ,Lucky,NA,NA,NA,NA,NA,NA
62,62,DMX Featuring Sisqo,What You Want,79,7,NA,NA,NA,NA
63,59,Sister Hazel,Change Your Mind,59,5,NA,NA,NA,NA
