rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Michael Jackson,Black Or White,NA,NA,7,NA,7WEEKS AT NO. 1,9WEEKS ON CHART
2,2,Color Me Badd,All 4 Love,2,11,NA,NA,NA,NA
3,3,Mariah Carey,Can't Let Go,3,10,NA,NA,NA,NA
4,4,George Michael/Elton John,Don't Let The Sun Go Down On Me,8,7,NA,NA,NA,NA
5,5,CeCe Peniston,Finally,9,17,NA,NA,NA,NA
6,6,Prince And The N.P.G.,Diamonds And Pearls,13,7,NA,NA,NA,NA
7,7,Shanice, I Love Your Smile,12,9,NA,NA,NA,NA
8,2,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,4,18,NA,NA,NA,NA
9,6,Nirvana,Smells Like Teen Spirit,6,7,NA,NA,NA,NA
10,7,M.C. Hammer,Addams Groove,7,7,NA,NA,NA,NA
11,5,M.C. Hammer,2 Legit 2 Quit,5,11,NA,NA,NA,NA
12,12,Genesis ,No Son Of Mine,16,12,NA,NA,NA,NA
13,1,P.M. Dawn,Set Adrift On Memory Bliss,11,14,NA,NA,NA,NA
14,10,Marky Mark & The Funky Bunch,Wildside,10,11,NA,NA,NA,NA
15,15,U2,Mysterious Ways,20,9,NA,NA,NA,NA
16,16,Tevin Campbell,Tell Me What You Want Me To Do,17,11,NA,NA,NA,NA
17,17,Karyn White,The Way I Feel About You,24,8,NA,NA,NA,NA
18,6,Paula Abdul,Blowing Kisses In The Wind ,14,14,NA,NA,NA,NA
19,1,Michael Bolton,When A Man Loves A Woman,15,15,NA,NA,NA,NA
20,7,Amy Grant,That's What Love Is For,21,17,NA,NA,NA,NA
21,12,Richard Marx,Keep Coming Back,22,12,NA,NA,NA,NA
22,22,Rod Stewart,Broken Arrow,27,14,NA,NA,NA,NA
23,22,Gloria Estefan,Live For Loving You,25,15,NA,NA,NA,NA
24,10,Guns N' Roses,Don't Cry,19,18,NA,NA,NA,NA
