rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,R. Kelly & Celine Dion,I'm Your Angel,NA,NA,NA,NA,,1WEEKS ON CHART
2,2,Deborah Cox,Nobody's Supposed To Be Here,3,10,NA,NA,NA,NA
3,1,Divine,Lately,1,13,NA,NA,NA,NA
4,1,Lauryn Hill,Doo Wop (That Thing),2,4,NA,NA,NA,NA
5,NA,Shania Twain,From This Moment On,NA,NA,NA,NA,NA,NA
6,3,98 Degrees,Because Of You,4,10,NA,NA,NA,NA
7,1,Monica,The First Night,5,17,NA,NA,NA,NA
8,3,Dru Hill Featuring Redman,How Deep Is Your Love,8,9,NA,NA,NA,NA
9,NA,Goo Goo Dolls, Iris,NA,NA,NA,NA,NA,NA
10,10,Faith Evans,Love Like This,15,4,NA,NA,NA,NA
11,7,Faith Hill,This Kiss,7,38,NA,NA,NA,NA
12,NA,Shawn Mullins,Lullaby,NA,NA,NA,NA,NA,NA
13,1,Barenaked Ladies,One Week,6,10,NA,NA,NA,NA
14,NA,Eagle-Eye Cherry,Save Tonight,NA,NA,NA,NA,NA,NA
15,NA,Brandy,Have You Ever?,NA,NA,NA,NA,NA,NA
16,NA,Third Eye Blind,Jumper,NA,NA,NA,NA,NA,NA
17,NA,Alanis Morissette,Thank U,NA,NA,NA,NA,NA,NA
18,14,Britney Spears,...Baby One More Time,14,3,NA,NA,NA,NA
19,17,112 Featuring Mase,Love Me,17,7,NA,NA,NA,NA
20,18,Total Featuring Missy Elliott,Trippin',18,5,NA,NA,NA,NA
21,NA,Aaliyah,Are You That Somebody?,NA,NA,NA,NA,NA,NA
22,5,Edwin McCain,I'll Be,9,11,NA,NA,NA,NA
23,NA,Sheryl Crow,My Favorite Mistake,NA,NA,NA,NA,NA,NA
24,NA,Jewel,Hands,NA,NA,NA,NA,NA,NA
25,NA,Goo Goo Dolls,Slide,NA,NA,NA,NA,NA,NA
26,3,Jennifer Paige,Crush,10,23,NA,NA,NA,NA
27,27,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,30,10,NA,NA,NA,NA
28,9,Monifah,Touch It ,16,18,NA,NA,NA,NA
29,12,TQ,Westside,13,10,NA,NA,NA,NA
30,11,Madonna,The Power Of Good-Bye,11,8,NA,NA,NA,NA
31,NA,Eve 6 ,Inside Out,NA,NA,NA,NA,NA,NA
32,1,Next ,Too Close,20,43,NA,NA,NA,NA
33,26,Aaron Hall,All The Places (I Will Kiss You),26,8,NA,NA,NA,NA
34,14,Next,I Still Love You,21,18,NA,NA,NA,NA
35,NA,Backstreet Boys,I'll Never Break Your Heart,NA,NA,NA,NA,NA,NA
36,32,JAY-Z,Hard Knock Life (Ghetto Anthem),32,5,NA,NA,NA,NA
37,1,Aerosmith,I Don't Want To Miss A Thing,12,14,NA,NA,NA,NA
38,NA,matchbox 20,Real World,NA,NA,NA,NA,NA,NA
39,NA,Faith Hill,Let Me Let Go,NA,NA,NA,NA,NA,NA
40,NA,Ty Herndon,It Must Be Love,NA,NA,NA,NA,NA,NA
41,41,Dixie Chicks,Wide Open Spaces,96,14,NA,NA,NA,NA
42,12,Keith Sweat Featuring Snoop Dogg,Come And Get With Me,19,7,NA,NA,NA,NA
43,43,Lee Ann Womack,A Little Past Little Rock,NA,6,NA,NA,NA,NA
44,28,Ice Cube Featuring Mr. Short Khop,Pushin' Weight,28,6,NA,NA,NA,NA
45,45,Collin Raye,Someone You Used To Know,95,3,NA,NA,NA,NA
46,9,Xscape,My Little Secret,25,7,NA,NA,NA,NA
47,NA,Natalie Imbruglia,Torn,NA,NA,NA,NA,NA,NA
48,NA,Brooks & Dunn,Husbands And Wives,NA,NA,NA,NA,NA,NA
49,NA,George Strait,We Really Shouldn't Be Doing This,NA,NA,NA,NA,NA,NA
50,NA,Terri Clark,You're Easy On The Eyes,NA,NA,NA,NA,NA,NA
51,NA,Whitney Houston & Mariah Carey,When You Believe,NA,NA,NA,NA,NA,NA
52,NA,Lenny Kravitz,Fly Away,NA,NA,NA,NA,NA,NA
53,NA,Alan Jackson,Right On The Money,NA,NA,NA,NA,NA,NA
54,29,Mo Thugs Family Featuring Bone Thugs-N-Harmony,Ghetto Cowboy,29,3,NA,NA,NA,NA
55,55, Aaron Tippin,For You I Will,79,9,NA,NA,NA,NA
56,NA,Dru Hill,These Are The Times,NA,NA,NA,NA,NA,NA
57,NA,Will Smith,Miami,NA,NA,NA,NA,NA,NA
58,NA,Clay Walker,You're Beginning To Get To Me,NA,NA,NA,NA,NA,NA
59,NA,'N Sync,Tearin' Up My Heart,NA,NA,NA,NA,NA,NA
60,NA,'N Sync,(God Must Have Spent) A Little More Time On You,NA,NA,NA,NA,NA,NA
61,NA,Martina McBride,Wrong Again,NA,NA,NA,NA,NA,NA
62,NA,Garth Brooks,It's Your Song,NA,NA,NA,NA,NA,NA
63,NA,Sarah McLachlan,Angel,NA,NA,NA,NA,NA,NA
64,NA,New Radicals,You Get What You Give,NA,NA,NA,NA,NA,NA
65,NA,BlackHawk,There You Have It,NA,NA,NA,NA,NA,NA
66,NA,U2,Sweetest Thing,NA,NA,NA,NA,NA,NA
67,NA,Wade Hayes,How Do You Sleep At Night,NA,NA,NA,NA,NA,NA
68,NA,2Pac,Changes,NA,NA,NA,NA,NA,NA
69,NA,Everything,Hooch,NA,NA,NA,NA,NA,NA
70,NA,BLACKstreet & Mya Featuring Mase & Blinky Blink,Take Me There,NA,NA,NA,NA,NA,NA
71,NA,R. Kelly Featuring Keith Murray,Home Alone,NA,NA,NA,NA,NA,NA
72,NA,The Offspring,Pretty Fly (For A White Guy),NA,NA,NA,NA,NA,NA
